Dates,PLUS_DI Values
2022-05-09,18.8669
2022-05-06,19.7341
2022-05-05,20.0142
2022-05-04,20.5196
2022-05-03,20.1297
2022-05-02,19.0944
2022-04-29,19.4192
2022-04-28,19.8840
2022-04-27,20.3203
2022-04-26,21.5732
2022-04-25,22.1496
2022-04-22,22.4394
2022-04-21,22.8438
2022-04-20,22.7304
2022-04-19,23.0277
2022-04-18,22.0437
2022-04-14,22.2937
2022-04-13,21.9458
2022-04-12,20.9730
2022-04-11,21.2102
2022-04-08,21.1504
2022-04-07,21.3821
2022-04-06,21.6721
2022-04-05,22.0387
2022-04-04,22.6466
2022-04-01,22.9582
2022-03-31,23.2014
2022-03-30,23.5570
2022-03-29,23.6515
2022-03-28,22.2337
2022-03-25,22.5242
2022-03-24,22.1355
2022-03-23,22.4012
2022-03-22,22.7612
2022-03-21,21.7702
2022-03-18,22.4918
2022-03-17,21.8476
2022-03-16,21.9663
2022-03-15,20.1010
2022-03-14,19.7634
2022-03-11,20.0591
2022-03-10,19.7799
2022-03-09,20.1268
2022-03-08,20.0672
2022-03-07,20.7831
2022-03-04,21.5608
2022-03-03,22.1482
2022-03-02,22.7501
2022-03-01,23.0771
2022-02-28,23.8786
2022-02-25,23.6757
2022-02-24,22.5849
2022-02-23,23.3555
2022-02-22,23.8442
2022-02-18,24.6151
2022-02-17,25.0490
2022-02-16,25.4989
2022-02-15,25.7783
2022-02-14,25.3597
2022-02-11,25.8587
2022-02-10,26.6941
2022-02-09,25.6304
2022-02-08,24.9932
2022-02-07,25.2927
2022-02-04,24.1811
2022-02-03,24.5381
2022-02-02,24.6729
2022-02-01,25.0346
2022-01-31,23.2190
2022-01-28,21.1474
2022-01-27,21.5690
2022-01-26,22.2615
2022-01-25,23.2045
2022-01-24,23.5152
2022-01-21,24.4361
2022-01-20,25.1544
2022-01-19,25.8137
2022-01-18,26.4901
2022-01-14,25.8630
2022-01-13,26.3358
2022-01-12,25.3553
2022-01-11,24.4645
2022-01-10,24.5759
2022-01-07,25.2183
2022-01-06,25.0432
2022-01-05,25.6839
2022-01-04,24.8822
2022-01-03,24.1450
2021-12-31,22.6728
2021-12-30,22.9343
2021-12-29,22.9935
2021-12-28,23.2445
2021-12-27,22.0629
2021-12-23,22.4113
2021-12-22,21.9997
2021-12-21,21.3480
2021-12-20,19.2083
2021-12-17,19.6460
2021-12-16,20.0649
2021-12-15,20.0161
2021-12-14,20.4050
2021-12-13,20.7406
2021-12-10,21.3560
2021-12-09,21.7226
2021-12-08,22.1155
2021-12-07,22.1369
2021-12-06,20.9197
2021-12-03,19.4167
2021-12-02,19.8350
2021-12-01,20.4459
2021-11-30,21.3497
2021-11-29,21.6926
2021-11-26,20.7413
2021-11-24,21.9027
2021-11-23,22.2222
2021-11-22,22.6101
2021-11-19,23.0690
2021-11-18,24.1798
2021-11-17,24.6629
2021-11-16,25.2697
2021-11-15,25.9355
2021-11-12,23.5036
2021-11-11,23.5178
2021-11-10,23.8626
2021-11-09,23.5690
2021-11-08,24.0147
2021-11-05,23.5751
2021-11-04,21.0243
2021-11-03,20.8665
2021-11-02,21.0806
2021-11-01,21.0921
2021-10-29,19.3818
2021-10-28,19.5841
2021-10-27,19.8692
2021-10-26,20.3791
2021-10-25,20.8611
2021-10-22,21.0276
2021-10-21,21.3311
2021-10-20,21.6490
2021-10-19,21.6254
2021-10-18,21.6717
2021-10-15,21.9077
2021-10-14,22.1514
2021-10-13,22.5304
2021-10-12,22.8996
2021-10-11,23.3195
2021-10-08,22.7203
2021-10-07,22.9676
2021-10-06,21.9860
2021-10-05,22.4065
2021-10-04,22.6985
2021-10-01,22.7323
2021-09-30,23.0466
2021-09-29,23.5462
2021-09-28,22.6734
2021-09-27,23.2869
2021-09-24,21.7852
2021-09-23,22.0550
2021-09-22,20.9386
2021-09-21,19.5237
2021-09-20,19.7848
2021-09-17,20.2331
2021-09-16,20.4633
2021-09-15,20.0253
2021-09-14,20.2860
2021-09-13,20.4873
2021-09-10,20.8667
2021-09-09,21.2530
2021-09-08,21.4843
2021-09-07,21.8667
2021-09-03,22.2855
2021-09-02,22.5478
2021-09-01,22.3011
2021-08-31,22.4542
2021-08-30,22.7505
2021-08-27,23.0915
2021-08-26,23.5146
2021-08-25,24.0230
2021-08-24,24.2584
2021-08-23,23.6448
2021-08-20,22.5305
2021-08-19,22.7885
2021-08-18,23.2887
2021-08-17,23.6206
2021-08-16,24.2818
2021-08-13,24.8201
2021-08-12,25.2247
2021-08-11,25.1080
2021-08-10,24.6662
2021-08-09,24.0766
2021-08-06,24.5535
2021-08-05,24.2192
2021-08-04,24.5763
2021-08-03,24.1310
2021-08-02,24.6820
2021-07-30,25.0850
2021-07-29,25.5396
2021-07-28,25.8119
2021-07-27,23.4924
2021-07-26,23.8672
2021-07-23,23.8660
2021-07-22,23.4355
2021-07-21,23.7210
2021-07-20,22.2600
2021-07-19,21.2627
2021-07-16,22.0775
2021-07-15,22.5330
2021-07-14,22.9233
2021-07-13,23.3432
2021-07-12,24.0467
2021-07-09,24.2373
2021-07-08,23.6804
2021-07-07,24.4749
2021-07-06,25.0197
2021-07-02,25.2924
2021-07-01,25.7863
2021-06-30,25.8423
2021-06-29,26.2472
2021-06-28,26.9125
2021-06-25,27.6619
2021-06-24,27.5341
2021-06-23,26.9829
2021-06-22,26.6253
2021-06-21,26.9447
2021-06-18,25.7825
2021-06-17,26.0392
2021-06-16,26.4937
2021-06-15,26.8653
2021-06-14,27.1321
2021-06-11,27.4919
2021-06-10,27.8952
2021-06-09,27.8966
2021-06-08,28.2969
2021-06-07,27.9367
2021-06-04,27.8899
2021-06-03,28.1360
2021-06-02,28.5788
2021-06-01,28.1384
2021-05-28,27.0237
2021-05-27,27.4005
2021-05-26,25.5442
2021-05-25,25.7185
2021-05-24,24.7717
2021-05-21,24.5811
2021-05-20,23.0981
2021-05-19,22.5235
2021-05-18,22.9427
2021-05-17,22.2638
2021-05-14,22.5388
2021-05-13,22.8884
2021-05-12,23.4784
2021-05-11,24.0203
2021-05-10,24.5744
2021-05-07,23.7895
2021-05-06,23.0628
2021-05-05,23.3315
2021-05-04,23.6868
2021-05-03,24.3452
2021-04-30,24.4628
2021-04-29,24.7089
2021-04-28,25.0658
2021-04-27,25.6602
2021-04-26,25.9156
2021-04-23,24.8367
2021-04-22,25.1641
2021-04-21,24.8495
2021-04-20,25.2373
2021-04-19,25.9541
2021-04-16,26.3238
2021-04-15,26.7511
2021-04-14,27.0470
2021-04-13,26.5852
2021-04-12,26.4191
2021-04-09,26.7934
2021-04-08,27.1355
2021-04-07,27.4875
2021-04-06,27.8052
2021-04-05,28.1000
2021-04-01,27.9904
2021-03-31,28.4019
2021-03-30,27.7993
2021-03-29,28.0798
2021-03-26,27.8493
2021-03-25,27.7681
2021-03-24,28.7562
2021-03-23,29.3848
2021-03-22,30.1724
2021-03-19,30.6824
2021-03-18,31.2033
2021-03-17,31.2450
2021-03-16,31.9479
2021-03-15,32.7932
2021-03-12,31.8294
2021-03-11,30.0798
2021-03-10,28.5519
2021-03-09,26.5933
2021-03-08,26.3218
2021-03-05,26.7467
2021-03-04,27.8101
2021-03-03,29.1046
2021-03-02,27.9179
2021-03-01,28.2217
2021-02-26,27.6805
2021-02-25,28.3530
2021-02-24,29.4477
2021-02-23,26.8554
2021-02-22,27.4501
2021-02-19,27.4180
2021-02-18,27.2015
2021-02-17,27.7571
2021-02-16,27.8566
2021-02-12,27.1880
2021-02-11,27.4440
2021-02-10,27.8429
2021-02-09,28.1138
2021-02-08,27.4346
2021-02-05,27.7297
2021-02-04,28.2086
2021-02-03,27.4521
2021-02-02,26.6276
2021-02-01,25.6508
2021-01-29,25.9514
2021-01-28,26.5208
2021-01-27,26.7134
2021-01-26,27.4232
2021-01-25,26.7097
2021-01-22,27.1612
2021-01-21,27.3789
2021-01-20,27.7674
2021-01-19,27.0838
2021-01-15,27.0035
2021-01-14,27.3884
2021-01-13,26.5201
2021-01-12,26.7775
2021-01-11,26.7428
2021-01-08,27.3234
2021-01-07,27.7178
2021-01-06,27.8513
2021-01-05,27.7281
2021-01-04,27.6793
2020-12-31,28.4571
2020-12-30,28.7445
2020-12-29,29.0310
2020-12-28,28.8756
2020-12-24,29.1485
2020-12-23,29.4070
2020-12-22,29.6692
2020-12-21,29.0700
2020-12-18,29.6440
2020-12-17,29.9694
2020-12-16,30.5075
2020-12-15,30.9922
2020-12-14,31.5576
2020-12-11,31.8966
2020-12-10,32.4593
2020-12-09,33.1116
2020-12-08,34.0483
2020-12-07,34.6013
2020-12-04,34.1580
2020-12-03,34.7672
2020-12-02,32.3107
2020-12-01,31.8096
2020-11-30,32.2821
2020-11-27,32.9763
2020-11-25,33.2708
2020-11-24,33.8736
2020-11-23,32.7512
2020-11-20,32.0855
2020-11-19,32.6388
2020-11-18,33.3648
2020-11-17,32.1339
2020-11-16,31.3087
2020-11-13,28.6538
2020-11-12,28.7393
2020-11-11,29.3368
2020-11-10,30.0408
2020-11-09,28.7421
2020-11-06,23.8535
2020-11-05,23.8806
2020-11-04,23.6708
2020-11-03,23.7806
2020-11-02,22.8066
2020-10-30,23.0642
2020-10-29,23.5165
2020-10-28,23.7267
2020-10-27,24.1647
2020-10-26,24.5220
2020-10-23,25.0390
2020-10-22,25.1456
2020-10-21,25.0084
2020-10-20,25.2439
2020-10-19,25.4355
2020-10-16,25.7265
2020-10-15,24.1470
2020-10-14,24.4848
2020-10-13,24.6612
2020-10-12,24.9670
2020-10-09,25.1560
2020-10-08,24.9008
2020-10-07,24.7615
2020-10-06,25.1431
2020-10-05,26.0826
2020-10-02,25.8300
2020-10-01,26.2989
2020-09-30,26.3425
2020-09-29,25.5438
2020-09-28,25.7760
2020-09-25,23.8420
2020-09-24,23.0407
2020-09-23,23.3585
2020-09-22,23.8575
2020-09-21,23.8538
2020-09-18,24.2197
2020-09-17,24.4057
2020-09-16,24.8031
2020-09-15,25.3640
2020-09-14,25.0355
2020-09-11,24.4226
2020-09-10,24.6878
2020-09-09,24.8617
2020-09-08,25.1817
2020-09-04,25.7470
2020-09-03,26.2300
2020-09-02,25.6930
2020-09-01,25.8856
2020-08-31,26.2242
2020-08-28,26.4470
2020-08-27,26.7024
2020-08-26,25.8080
2020-08-25,25.9843
2020-08-24,25.9376
2020-08-21,24.8507
2020-08-20,24.9896
2020-08-19,25.2342
2020-08-18,25.3125
2020-08-17,25.5181
2020-08-14,25.8531
2020-08-13,26.2019
2020-08-12,26.5490
2020-08-11,27.0966
2020-08-10,25.7200
2020-08-07,24.7030
2020-08-06,24.8631
2020-08-05,24.9814
2020-08-04,24.0488
2020-08-03,23.5815
2020-07-31,24.0140
2020-07-30,24.3209
2020-07-29,24.5521
2020-07-28,25.0193
2020-07-27,25.2605
2020-07-24,25.4851
2020-07-23,25.8133
2020-07-22,26.1245
2020-07-21,26.4584
2020-07-20,25.8030
2020-07-17,26.0149
2020-07-16,26.2519
2020-07-15,26.7071
2020-07-14,25.7832
2020-07-13,26.1120
2020-07-10,25.8552
2020-07-09,26.2511
2020-07-08,26.5817
2020-07-07,26.8349
2020-07-06,27.2225
2020-07-02,27.3399
2020-07-01,27.6535
2020-06-30,27.7763
2020-06-29,28.3763
2020-06-26,26.2423
2020-06-25,26.5372
2020-06-24,26.8586
2020-06-23,27.3431
2020-06-22,27.4000
2020-06-19,27.6788
2020-06-18,28.2333
2020-06-17,28.6890
2020-06-16,28.9647
2020-06-15,27.4768
2020-06-12,27.8990
2020-06-11,28.7943
2020-06-10,30.4773
2020-06-09,31.4076
2020-06-08,32.2773
2020-06-05,31.2786
2020-06-04,27.9968
2020-06-03,26.2110
2020-06-02,24.0423
2020-06-01,23.8330
2020-05-29,23.9339
2020-05-28,24.2998
2020-05-27,23.4304
2020-05-26,23.1359
2020-05-22,22.6579
2020-05-21,22.8543
2020-05-20,21.8282
2020-05-19,22.0044
2020-05-18,22.1077
2020-05-15,20.3866
2020-05-14,20.5397
2020-05-13,20.8215
2020-05-12,21.0123
2020-05-11,21.2693
2020-05-08,21.4474
2020-05-07,20.9398
2020-05-06,20.6402
2020-05-05,20.8081
2020-05-04,20.7391
2020-05-01,21.0124
2020-04-30,21.3445
2020-04-29,21.7265
2020-04-28,20.7769
2020-04-27,20.1940
2020-04-24,20.4069
2020-04-23,20.6798
2020-04-22,20.6759
2020-04-21,20.8571
2020-04-20,21.0917
2020-04-17,21.4245
2020-04-16,20.5229
2020-04-15,20.8612
2020-04-14,21.3150
2020-04-13,21.6781
2020-04-09,21.9660
2020-04-08,21.7571
2020-04-07,22.1225
2020-04-06,20.7968
2020-04-03,18.9682
2020-04-02,19.1979
2020-04-01,19.6396
2020-03-31,20.1619
2020-03-30,19.5416
2020-03-27,20.1234
2020-03-26,20.8365
2020-03-25,19.9804
2020-03-24,14.3090
2020-03-23,12.7299
2020-03-20,11.9794
2020-03-19,11.6831
2020-03-18,11.9232
2020-03-17,12.5976
2020-03-16,13.3051
2020-03-13,14.2707
2020-03-12,14.8689
2020-03-11,15.8415
2020-03-10,17.2289
2020-03-09,18.0317
2020-03-06,19.5133
2020-03-05,20.1321
2020-03-04,21.1992
2020-03-03,21.6252
2020-03-02,21.2684
2020-02-28,20.0550
2020-02-27,20.9336
2020-02-26,22.0437
2020-02-25,22.6607
2020-02-24,23.6495
2020-02-21,24.5155
2020-02-20,24.9002
2020-02-19,25.2761
2020-02-18,25.2593
2020-02-14,25.5412
2020-02-13,25.9616
2020-02-12,26.3049
2020-02-11,26.2004
2020-02-10,26.0599
2020-02-07,25.3927
2020-02-06,25.7516
2020-02-05,23.4367
2020-02-04,21.5414
2020-02-03,21.7831
2020-01-31,22.1032
2020-01-30,22.4513
2020-01-29,22.8832
2020-01-28,21.5309
2020-01-27,21.8181
2020-01-24,22.2787
2020-01-23,21.0200
2020-01-22,20.2242
2020-01-21,20.7756
2020-01-17,21.9223
2020-01-16,22.4762
2020-01-15,22.6868
2020-01-14,22.8886
2020-01-13,23.3087
2020-01-10,23.5593
2020-01-09,24.0592
2020-01-08,22.7106
2020-01-07,23.1620
2020-01-06,21.5316
2020-01-03,21.9255
2020-01-02,21.7868
2019-12-31,20.4552
2019-12-30,20.6258
2019-12-27,20.8841
2019-12-26,21.0471
2019-12-24,21.2606
2019-12-23,21.6385
2019-12-20,21.0423
2019-12-19,21.4394
2019-12-18,21.6600
2019-12-17,21.0338
2019-12-16,21.5787
2019-12-13,22.4174
2019-12-12,22.8870
2019-12-11,23.2115
2019-12-10,23.9044
2019-12-09,24.1465
2019-12-06,24.4238
2019-12-05,23.9529
2019-12-04,24.2450
2019-12-03,24.6394
2019-12-02,25.1316
2019-11-29,25.9115
2019-11-27,26.0489
2019-11-26,26.4846
2019-11-25,26.5913
2019-11-22,26.7395
2019-11-21,26.5239
2019-11-20,26.8221
2019-11-19,27.1589
2019-11-18,28.0291
2019-11-15,28.0379
2019-11-14,27.2425
2019-11-13,27.2537
2019-11-12,27.6108
2019-11-11,28.0757
2019-11-08,26.6081
2019-11-07,27.0494
2019-11-06,27.0254
2019-11-05,27.4355
2019-11-04,25.6660
2019-11-01,24.5399
2019-10-31,24.8756
2019-10-30,25.2691
2019-10-29,25.6077
2019-10-28,25.1167
2019-10-25,25.0618
2019-10-24,25.3960
2019-10-23,25.8730
2019-10-22,24.5307
2019-10-21,23.4070
2019-10-18,24.5377
2019-10-17,26.1382
2019-10-16,26.4544
2019-10-15,26.0129
2019-10-14,26.2094
2019-10-11,26.1637
2019-10-10,26.0124
2019-10-09,26.3109
2019-10-08,26.4648
2019-10-07,27.0305
2019-10-04,26.8734
2019-10-03,26.2228
2019-10-02,26.7947
2019-10-01,27.5230
2019-09-30,28.0733
2019-09-27,28.5553
2019-09-26,29.1358
2019-09-25,29.4793
2019-09-24,27.9486
2019-09-23,27.9609
2019-09-20,28.3394
2019-09-19,28.7972
2019-09-18,28.7589
2019-09-17,28.8908
2019-09-16,28.5388
2019-09-13,28.9795
2019-09-12,29.3899
2019-09-11,29.9342
2019-09-10,27.7275
2019-09-09,26.4190
2019-09-06,26.9359
2019-09-05,27.2554
2019-09-04,26.2112
2019-09-03,25.8018
2019-08-30,26.6177
2019-08-29,26.7862
2019-08-28,25.8127
2019-08-27,26.3489
2019-08-26,26.8148
2019-08-23,27.5173
2019-08-22,25.3976
2019-08-21,23.0823
2019-08-20,21.5002
2019-08-19,21.7513
2019-08-16,20.9083
2019-08-15,20.4133
2019-08-14,20.8208
2019-08-13,21.4337
2019-08-12,21.4548
2019-08-09,21.7652
2019-08-08,21.4483
2019-08-07,20.7103
2019-08-06,21.1440
2019-08-05,20.9276
2019-08-02,21.5380
2019-08-01,21.9468
2019-07-31,22.5226
2019-07-30,22.1752
2019-07-29,22.7432
2019-07-26,23.1132
2019-07-25,23.4580
2019-07-24,24.3280
2019-07-23,25.0843
2019-07-22,25.4258
2019-07-19,25.0957
2019-07-18,23.7315
2019-07-17,24.2968
2019-07-16,23.6841
2019-07-15,23.3186
2019-07-12,23.6712
2019-07-11,22.6054
2019-07-10,22.4130
2019-07-09,22.0600
2019-07-08,22.3693
2019-07-05,22.7080
2019-07-03,22.4569
2019-07-02,22.5904
2019-07-01,22.8004
2019-06-28,23.4212
2019-06-27,23.6680
2019-06-26,24.3481
2019-06-25,24.0330
2019-06-24,24.4282
2019-06-21,24.6288
2019-06-20,24.7983
2019-06-19,25.1957
2019-06-18,24.7732
2019-06-17,21.6490
2019-06-14,20.5248
2019-06-13,20.6518
2019-06-12,20.8802
2019-06-11,21.1827
2019-06-10,21.5261
2019-06-07,21.2444
2019-06-06,20.6712
2019-06-05,20.9397
2019-06-04,21.8947
2019-06-03,20.6575
2019-05-31,21.1538
2019-05-30,21.5485
2019-05-29,21.7345
2019-05-28,22.1498
2019-05-24,22.3599
2019-05-23,20.7487
2019-05-22,21.2692
2019-05-21,21.5887
2019-05-20,20.9243
2019-05-17,21.1643
2019-05-16,20.8210
2019-05-15,19.6671
2019-05-14,19.5596
2019-05-13,19.9284
2019-05-10,20.6898
2019-05-09,21.0462
2019-05-08,21.5099
2019-05-07,21.8870
2019-05-06,22.6757
2019-05-03,23.2112
2019-05-02,23.3413
2019-05-01,23.5600
2019-04-30,23.7877
2019-04-29,24.0909
2019-04-26,24.5204
2019-04-25,24.8180
2019-04-24,24.6803
2019-04-23,24.1769
2019-04-22,24.3877
2019-04-18,24.6432
2019-04-17,24.8729
2019-04-16,25.2050
2019-04-15,24.3465
2019-04-12,24.6326
2019-04-11,23.3608
2019-04-10,23.2268
2019-04-09,23.5025
2019-04-08,23.8088
2019-04-05,24.7459
2019-04-04,24.8060
2019-04-03,24.3233
2019-04-02,24.6769
2019-04-01,24.6059
2019-03-29,23.0787
2019-03-28,22.3603
2019-03-27,22.5444
2019-03-26,23.0208
2019-03-25,22.5386
2019-03-22,22.6683
2019-03-21,23.1464
2019-03-20,23.3524
2019-03-19,23.2952
2019-03-18,22.5779
2019-03-15,23.0691
2019-03-14,23.9015
2019-03-13,24.2710
2019-03-12,25.1173
2019-03-11,26.7011
2019-03-08,30.0020
2019-03-07,30.5162
2019-03-06,31.2621
2019-03-05,31.9361
2019-03-04,32.2942
2019-03-01,33.5600
2019-02-28,33.0025
2019-02-27,32.3288
2019-02-26,31.4121
2019-02-25,31.7315
2019-02-22,30.9695
2019-02-21,30.9849
2019-02-20,31.4227
2019-02-19,30.9760
2019-02-15,31.1942
2019-02-14,30.5265
2019-02-13,30.7995
2019-02-12,30.8086
2019-02-11,30.9792
2019-02-08,30.4532
2019-02-07,30.8948
2019-02-06,31.3825
2019-02-05,31.2757
2019-02-04,29.4444
2019-02-01,29.1654
2019-01-31,28.8820
2019-01-30,29.2663
2019-01-29,26.0287
2019-01-28,25.3947
2019-01-25,25.7276
2019-01-24,25.4293
2019-01-23,25.5486
2019-01-22,25.9684
2019-01-18,26.4937
2019-01-17,26.2432
2019-01-16,25.2043
2019-01-15,25.0489
2019-01-14,25.2053
2019-01-11,25.4819
2019-01-10,25.6120
2019-01-09,24.9502
2019-01-08,24.1656
2019-01-07,22.8086
2019-01-04,22.7036
2019-01-03,21.8325
2019-01-02,22.4170
2018-12-31,22.8429
2018-12-28,22.7597
2018-12-27,22.2230
2018-12-26,22.2710
2018-12-24,21.0942
2018-12-21,21.5048
2018-12-20,21.9465
2018-12-19,22.5181
2018-12-18,23.2648
2018-12-17,23.0411
2018-12-14,22.9709
2018-12-13,23.4110
2018-12-12,23.6153
2018-12-11,24.0600
2018-12-10,23.3851
2018-12-07,23.9128
2018-12-06,23.8930
2018-12-04,25.1030
2018-12-03,26.0373
