Dates,TRIMA Values
2018-12-10,337.2899
2018-12-07,337.1669
2018-12-06,337.0408
2018-12-04,336.9112
2018-12-03,336.7798
2018-11-30,336.6485
2018-11-29,336.5202
2018-11-28,336.3925
2018-11-27,336.2645
2018-11-26,336.1368
2018-11-23,336.0076
2018-11-21,335.8767
2018-11-20,335.7448
2018-11-19,335.6117
2018-11-16,335.4763
2018-11-15,335.3413
2018-11-14,335.2094
2018-11-13,335.0806
2018-11-12,334.9530
2018-11-09,334.8266
2018-11-08,334.7022
2018-11-07,334.5805
2018-11-06,334.4597
2018-11-05,334.3384
2018-11-02,334.2153
2018-11-01,334.0896
2018-10-31,333.9602
2018-10-30,333.8281
2018-10-29,333.6910
2018-10-26,333.5488
2018-10-25,333.3991
2018-10-24,333.2444
2018-10-23,333.0858
2018-10-22,332.9221
2018-10-19,332.7535
2018-10-18,332.5792
2018-10-17,332.3995
2018-10-16,332.2143
2018-10-15,332.0233
2018-10-12,331.8272
2018-10-11,331.6252
2018-10-10,331.4171
2018-10-09,331.2030
2018-10-08,330.9856
2018-10-05,330.7680
2018-10-04,330.5502
2018-10-03,330.3320
2018-10-02,330.1133
2018-10-01,329.8946
2018-09-28,329.6749
2018-09-27,329.4544
2018-09-26,329.2319
2018-09-25,329.0075
2018-09-24,328.7817
2018-09-21,328.5551
2018-09-20,328.3278
2018-09-19,328.0995
2018-09-18,327.8680
2018-09-17,327.6328
2018-09-14,327.3928
2018-09-13,327.1485
2018-09-12,326.9003
2018-09-11,326.6470
2018-09-10,326.3882
2018-09-07,326.1229
2018-09-06,325.8512
2018-09-05,325.5742
2018-09-04,325.2930
2018-08-31,325.0066
2018-08-30,324.7151
2018-08-29,324.4183
2018-08-28,324.1170
2018-08-27,323.8125
2018-08-24,323.5038
2018-08-23,323.1910
2018-08-22,322.8740
2018-08-21,322.5528
2018-08-20,322.2282
2018-08-17,321.9003
2018-08-16,321.5694
2018-08-15,321.2343
2018-08-14,320.8948
2018-08-13,320.5506
2018-08-10,320.2009
2018-08-09,319.8446
2018-08-08,319.4819
2018-08-07,319.1142
2018-08-06,318.7413
2018-08-03,318.3637
2018-08-02,317.9799
2018-08-01,317.5889
2018-07-31,317.1894
2018-07-30,316.7815
2018-07-27,316.3660
2018-07-26,315.9425
2018-07-25,315.5111
2018-07-24,315.0721
2018-07-23,314.6254
2018-07-20,314.1694
2018-07-19,313.7020
2018-07-18,313.2235
2018-07-17,312.7344
2018-07-16,312.2359
2018-07-13,311.7282
2018-07-12,311.2113
2018-07-11,310.6845
2018-07-10,310.1473
2018-07-09,309.6001
2018-07-06,309.0447
2018-07-05,308.4805
2018-07-03,307.9077
2018-07-02,307.3272
2018-06-29,306.7373
2018-06-28,306.1371
2018-06-27,305.5284
2018-06-26,304.9101
2018-06-25,304.2791
2018-06-22,303.6347
2018-06-21,302.9787
2018-06-20,302.3131
2018-06-19,301.6378
2018-06-18,300.9528
2018-06-15,300.2590
2018-06-14,299.5583
2018-06-13,298.8504
2018-06-12,298.1355
2018-06-11,297.4137
2018-06-08,296.6843
2018-06-07,295.9480
2018-06-06,295.2058
2018-06-05,294.4581
2018-06-04,293.7068
2018-06-01,292.9518
2018-05-31,292.1943
2018-05-30,291.4347
2018-05-29,290.6736
2018-05-25,289.9123
2018-05-24,289.1506
2018-05-23,288.3897
2018-05-22,287.6296
2018-05-21,286.8701
2018-05-18,286.1108
2018-05-17,285.3528
2018-05-16,284.5949
2018-05-15,283.8364
2018-05-14,283.0768
2018-05-11,282.3163
2018-05-10,281.5548
2018-05-09,280.7902
2018-05-08,280.0230
2018-05-07,279.2533
2018-05-04,278.4813
2018-05-03,277.7075
2018-05-02,276.9313
2018-05-01,276.1531
2018-04-30,275.3729
2018-04-27,274.5909
2018-04-26,273.8080
2018-04-25,273.0249
2018-04-24,272.2418
2018-04-23,271.4594
2018-04-20,270.6767
2018-04-19,269.8948
2018-04-18,269.1135
2018-04-17,268.3327
2018-04-16,267.5525
2018-04-13,266.7731
2018-04-12,265.9941
2018-04-11,265.2153
2018-04-10,264.4379
2018-04-09,263.6607
2018-04-06,262.8845
2018-04-05,262.1079
2018-04-04,261.3312
2018-04-03,260.5547
2018-04-02,259.7778
2018-03-29,259.0009
2018-03-28,258.2231
2018-03-27,257.4453
2018-03-26,256.6671
2018-03-23,255.8885
2018-03-22,255.1103
2018-03-21,254.3315
2018-03-20,253.5521
2018-03-19,252.7732
2018-03-16,251.9942
2018-03-15,251.2147
2018-03-14,250.4349
2018-03-13,249.6550
2018-03-12,248.8752
2018-03-09,248.0962
2018-03-08,247.3181
2018-03-07,246.5416
2018-03-06,245.7661
2018-03-05,244.9909
2018-03-02,244.2168
2018-03-01,243.4447
2018-02-28,242.6737
2018-02-27,241.9047
2018-02-26,241.1392
2018-02-23,240.3773
2018-02-22,239.6194
2018-02-21,238.8648
2018-02-20,238.1133
2018-02-16,237.3643
2018-02-15,236.6182
2018-02-14,235.8748
2018-02-13,235.1340
2018-02-12,234.3949
2018-02-09,233.6578
2018-02-08,232.9226
2018-02-07,232.1889
2018-02-06,231.4568
2018-02-05,230.7286
2018-02-02,230.0039
2018-02-01,229.2816
2018-01-31,228.5637
2018-01-30,227.8514
2018-01-29,227.1447
2018-01-26,226.4418
2018-01-25,225.7428
2018-01-24,225.0476
2018-01-23,224.3563
2018-01-22,223.6678
2018-01-19,222.9826
2018-01-18,222.3014
2018-01-17,221.6238
2018-01-16,220.9500
2018-01-12,220.2810
2018-01-11,219.6153
2018-01-10,218.9536
2018-01-09,218.2949
2018-01-08,217.6383
2018-01-05,216.9834
2018-01-04,216.3294
2018-01-03,215.6766
2018-01-02,215.0245
2017-12-29,214.3733
2017-12-28,213.7222
2017-12-27,213.0708
2017-12-26,212.4193
2017-12-22,211.7679
2017-12-21,211.1165
2017-12-20,210.4650
2017-12-19,209.8133
2017-12-18,209.1615
2017-12-15,208.5094
2017-12-14,207.8579
2017-12-13,207.2095
2017-12-12,206.5662
2017-12-11,205.9275
2017-12-08,205.2934
2017-12-07,204.6632
2017-12-06,204.0372
2017-12-05,203.4151
2017-12-04,202.7966
2017-12-01,202.1814
2017-11-30,201.5697
2017-11-29,200.9608
2017-11-28,200.3553
2017-11-27,199.7529
2017-11-24,199.1535
2017-11-22,198.5568
2017-11-21,197.9629
2017-11-20,197.3724
2017-11-17,196.7853
2017-11-16,196.2009
2017-11-15,195.6191
2017-11-14,195.0400
2017-11-13,194.4631
2017-11-10,193.8887
2017-11-09,193.3172
2017-11-08,192.7488
2017-11-07,192.1834
2017-11-06,191.6209
2017-11-03,191.0612
2017-11-02,190.5048
2017-11-01,189.9517
2017-10-31,189.4023
2017-10-30,188.8561
2017-10-27,188.3133
2017-10-26,187.7741
2017-10-25,187.2387
2017-10-24,186.7071
2017-10-23,186.1789
2017-10-20,185.6550
2017-10-19,185.1354
2017-10-18,184.6202
2017-10-17,184.1089
2017-10-16,183.6015
2017-10-13,183.0978
2017-10-12,182.5985
2017-10-11,182.1038
2017-10-10,181.6142
2017-10-09,181.1302
2017-10-06,180.6519
2017-10-05,180.1785
2017-10-04,179.7096
2017-10-03,179.2451
2017-10-02,178.7844
2017-09-29,178.3277
2017-09-28,177.8749
2017-09-27,177.4259
2017-09-26,176.9808
2017-09-25,176.5399
2017-09-22,176.1030
2017-09-21,175.6699
2017-09-20,175.2410
2017-09-19,174.8162
2017-09-18,174.3952
2017-09-15,173.9779
2017-09-14,173.5645
2017-09-13,173.1544
2017-09-12,172.7475
2017-09-11,172.3438
2017-09-08,171.9433
2017-09-07,171.5458
2017-09-06,171.1512
2017-09-05,170.7592
2017-09-01,170.3702
2017-08-31,169.9841
2017-08-30,169.6014
2017-08-29,169.2219
2017-08-28,168.8454
2017-08-25,168.4721
2017-08-24,168.1011
2017-08-23,167.7324
2017-08-22,167.3661
2017-08-21,167.0021
2017-08-18,166.6404
2017-08-17,166.2810
2017-08-16,165.9239
2017-08-15,165.5694
2017-08-14,165.2176
2017-08-11,164.8687
2017-08-10,164.5220
2017-08-09,164.1770
2017-08-08,163.8329
2017-08-07,163.4901
2017-08-04,163.1489
2017-08-03,162.8093
2017-08-02,162.4711
2017-08-01,162.1340
2017-07-31,161.7981
2017-07-28,161.4631
2017-07-27,161.1292
2017-07-26,160.7966
2017-07-25,160.4651
2017-07-24,160.1338
2017-07-21,159.8006
2017-07-20,159.4655
2017-07-19,159.1290
2017-07-18,158.7910
2017-07-17,158.4519
2017-07-14,158.1116
2017-07-13,157.7703
2017-07-12,157.4282
2017-07-11,157.0854
2017-07-10,156.7424
2017-07-07,156.3993
2017-07-06,156.0558
2017-07-05,155.7117
2017-07-03,155.3674
2017-06-30,155.0232
2017-06-29,154.6787
2017-06-28,154.3341
2017-06-27,153.9897
2017-06-26,153.6459
2017-06-23,153.3028
2017-06-22,152.9604
2017-06-21,152.6188
2017-06-20,152.2772
2017-06-19,151.9350
2017-06-16,151.5923
2017-06-15,151.2500
2017-06-14,150.9088
2017-06-13,150.5689
2017-06-12,150.2297
2017-06-09,149.8914
2017-06-08,149.5540
2017-06-07,149.2176
2017-06-06,148.8821
2017-06-05,148.5472
2017-06-02,148.2128
2017-06-01,147.8792
2017-05-31,147.5465
2017-05-30,147.2142
2017-05-26,146.8824
2017-05-25,146.5512
2017-05-24,146.2206
2017-05-23,145.8908
2017-05-22,145.5616
2017-05-19,145.2326
2017-05-18,144.9037
2017-05-17,144.5746
2017-05-16,144.2452
2017-05-15,143.9158
2017-05-12,143.5867
2017-05-11,143.2584
2017-05-10,142.9311
2017-05-09,142.6047
2017-05-08,142.2788
2017-05-05,141.9535
2017-05-04,141.6289
2017-05-03,141.3048
2017-05-02,140.9814
2017-05-01,140.6588
2017-04-28,140.3372
2017-04-27,140.0162
2017-04-26,139.6962
2017-04-25,139.3773
2017-04-24,139.0592
2017-04-21,138.7419
2017-04-20,138.4255
2017-04-19,138.1097
2017-04-18,137.7947
2017-04-17,137.4808
2017-04-13,137.1679
2017-04-12,136.8559
2017-04-11,136.5446
2017-04-10,136.2339
2017-04-07,135.9245
2017-04-06,135.6160
2017-04-05,135.3088
2017-04-04,135.0031
2017-04-03,134.6991
2017-03-31,134.3974
2017-03-30,134.0979
2017-03-29,133.8012
2017-03-28,133.5072
2017-03-27,133.2156
2017-03-24,132.9265
2017-03-23,132.6397
2017-03-22,132.3551
2017-03-21,132.0725
2017-03-20,131.7918
2017-03-17,131.5137
2017-03-16,131.2388
2017-03-15,130.9672
2017-03-14,130.6990
2017-03-13,130.4343
2017-03-10,130.1733
2017-03-09,129.9160
2017-03-08,129.6625
2017-03-07,129.4129
2017-03-06,129.1674
2017-03-03,128.9261
2017-03-02,128.6889
2017-03-01,128.4562
2017-02-28,128.2279
2017-02-27,128.0045
2017-02-24,127.7856
2017-02-23,127.5714
2017-02-22,127.3615
2017-02-21,127.1560
2017-02-17,126.9545
2017-02-16,126.7571
2017-02-15,126.5637
2017-02-14,126.3742
2017-02-13,126.1884
2017-02-10,126.0068
2017-02-09,125.8298
2017-02-08,125.6570
2017-02-07,125.4879
2017-02-06,125.3224
2017-02-03,125.1606
2017-02-02,125.0020
2017-02-01,124.8465
2017-01-31,124.6940
2017-01-30,124.5441
2017-01-27,124.3968
2017-01-26,124.2523
2017-01-25,124.1110
2017-01-24,123.9731
2017-01-23,123.8383
2017-01-20,123.7057
2017-01-19,123.5748
2017-01-18,123.4457
2017-01-17,123.3184
2017-01-13,123.1925
2017-01-12,123.0681
2017-01-11,122.9451
2017-01-10,122.8239
2017-01-09,122.7045
2017-01-06,122.5870
2017-01-05,122.4713
2017-01-04,122.3580
2017-01-03,122.2472
2016-12-30,122.1388
2016-12-29,122.0324
2016-12-28,121.9279
2016-12-27,121.8251
2016-12-23,121.7242
2016-12-22,121.6252
2016-12-21,121.5279
2016-12-20,121.4321
2016-12-19,121.3376
2016-12-16,121.2444
2016-12-15,121.1521
2016-12-14,121.0602
2016-12-13,120.9690
2016-12-12,120.8786
2016-12-09,120.7890
2016-12-08,120.7003
2016-12-07,120.6120
2016-12-06,120.5241
2016-12-05,120.4369
2016-12-02,120.3503
2016-12-01,120.2643
2016-11-30,120.1793
2016-11-29,120.0949
2016-11-28,120.0108
2016-11-25,119.9270
2016-11-23,119.8438
2016-11-22,119.7619
2016-11-21,119.6810
2016-11-18,119.6010
2016-11-17,119.5222
2016-11-16,119.4452
2016-11-15,119.3700
2016-11-14,119.2961
2016-11-11,119.2232
2016-11-10,119.1507
2016-11-09,119.0786
2016-11-08,119.0065
2016-11-07,118.9353
2016-11-04,118.8648
2016-11-03,118.7949
2016-11-02,118.7252
2016-11-01,118.6555
2016-10-31,118.5862
2016-10-28,118.5172
2016-10-27,118.4486
2016-10-26,118.3805
2016-10-25,118.3133
2016-10-24,118.2474
2016-10-21,118.1829
2016-10-20,118.1197
2016-10-19,118.0585
2016-10-18,117.9990
2016-10-17,117.9411
2016-10-14,117.8850
2016-10-13,117.8309
2016-10-12,117.7790
2016-10-11,117.7291
2016-10-10,117.6810
2016-10-07,117.6344
2016-10-06,117.5890
2016-10-05,117.5443
2016-10-04,117.5001
2016-10-03,117.4570
2016-09-30,117.4150
2016-09-29,117.3739
2016-09-28,117.3337
2016-09-27,117.2944
2016-09-26,117.2564
2016-09-23,117.2196
2016-09-22,117.1839
2016-09-21,117.1496
2016-09-20,117.1163
2016-09-19,117.0837
2016-09-16,117.0515
2016-09-15,117.0197
2016-09-14,116.9888
2016-09-13,116.9590
2016-09-12,116.9306
2016-09-09,116.9036
2016-09-08,116.8781
2016-09-07,116.8538
2016-09-06,116.8313
2016-09-02,116.8105
2016-09-01,116.7914
2016-08-31,116.7737
2016-08-30,116.7574
2016-08-29,116.7427
2016-08-26,116.7298
2016-08-25,116.7192
2016-08-24,116.7107
2016-08-23,116.7047
2016-08-22,116.7013
2016-08-19,116.7005
2016-08-18,116.7022
2016-08-17,116.7060
2016-08-16,116.7117
2016-08-15,116.7190
2016-08-12,116.7279
2016-08-11,116.7381
2016-08-10,116.7492
2016-08-09,116.7611
2016-08-08,116.7743
2016-08-05,116.7887
2016-08-04,116.8046
2016-08-03,116.8220
2016-08-02,116.8409
2016-08-01,116.8616
2016-07-29,116.8841
2016-07-28,116.9089
2016-07-27,116.9363
2016-07-26,116.9662
2016-07-25,116.9990
2016-07-22,117.0347
2016-07-21,117.0728
2016-07-20,117.1134
2016-07-19,117.1567
2016-07-18,117.2025
2016-07-15,117.2513
2016-07-14,117.3026
2016-07-13,117.3562
2016-07-12,117.4124
2016-07-11,117.4710
2016-07-08,117.5320
2016-07-07,117.5963
2016-07-06,117.6645
2016-07-05,117.7367
2016-07-01,117.8124
2016-06-30,117.8907
2016-06-29,117.9716
2016-06-28,118.0546
2016-06-27,118.1390
2016-06-24,118.2247
2016-06-23,118.3119
2016-06-22,118.4011
2016-06-21,118.4924
2016-06-20,118.5860
2016-06-17,118.6821
2016-06-16,118.7798
2016-06-15,118.8784
2016-06-14,118.9784
2016-06-13,119.0797
2016-06-10,119.1824
2016-06-09,119.2859
2016-06-08,119.3901
2016-06-07,119.4954
2016-06-06,119.6019
2016-06-03,119.7099
2016-06-02,119.8192
2016-06-01,119.9297
2016-05-31,120.0411
2016-05-27,120.1526
2016-05-26,120.2632
2016-05-25,120.3732
2016-05-24,120.4824
2016-05-23,120.5900
2016-05-20,120.6957
2016-05-19,120.7998
2016-05-18,120.9025
2016-05-17,121.0038
2016-05-16,121.1041
2016-05-13,121.2038
2016-05-12,121.3034
2016-05-11,121.4020
2016-05-10,121.4990
2016-05-09,121.5946
2016-05-06,121.6893
2016-05-05,121.7832
2016-05-04,121.8759
2016-05-03,121.9675
2016-05-02,122.0580
2016-04-29,122.1474
2016-04-28,122.2353
2016-04-27,122.3221
2016-04-26,122.4079
2016-04-25,122.4925
2016-04-22,122.5755
2016-04-21,122.6567
2016-04-20,122.7360
2016-04-19,122.8132
2016-04-18,122.8879
2016-04-15,122.9605
2016-04-14,123.0305
2016-04-13,123.0981
2016-04-12,123.1637
2016-04-11,123.2278
2016-04-08,123.2905
2016-04-07,123.3520
2016-04-06,123.4123
2016-04-05,123.4709
2016-04-04,123.5279
2016-04-01,123.5827
2016-03-31,123.6351
2016-03-30,123.6850
2016-03-29,123.7326
2016-03-28,123.7781
2016-03-24,123.8216
2016-03-23,123.8631
2016-03-22,123.9028
2016-03-21,123.9405
2016-03-18,123.9767
2016-03-17,124.0117
2016-03-16,124.0455
2016-03-15,124.0780
2016-03-14,124.1096
2016-03-11,124.1405
2016-03-10,124.1709
2016-03-09,124.2007
2016-03-08,124.2303
2016-03-07,124.2595
2016-03-04,124.2878
2016-03-03,124.3153
2016-03-02,124.3419
2016-03-01,124.3677
2016-02-29,124.3932
2016-02-26,124.4186
2016-02-25,124.4437
2016-02-24,124.4691
2016-02-23,124.4945
2016-02-22,124.5199
2016-02-19,124.5454
2016-02-18,124.5710
2016-02-17,124.5965
2016-02-16,124.6220
2016-02-12,124.6470
2016-02-11,124.6710
2016-02-10,124.6936
2016-02-09,124.7147
2016-02-08,124.7348
2016-02-05,124.7545
2016-02-04,124.7740
2016-02-03,124.7941
2016-02-02,124.8147
2016-02-01,124.8357
2016-01-29,124.8569
2016-01-28,124.8788
2016-01-27,124.9018
2016-01-26,124.9256
2016-01-25,124.9503
2016-01-22,124.9770
2016-01-21,125.0048
2016-01-20,125.0335
2016-01-19,125.0633
2016-01-15,125.0945
2016-01-14,125.1275
2016-01-13,125.1619
2016-01-12,125.1973
2016-01-11,125.2324
2016-01-08,125.2668
2016-01-07,125.3001
2016-01-06,125.3327
2016-01-05,125.3647
2016-01-04,125.3973
2015-12-31,125.4305
2015-12-30,125.4641
2015-12-29,125.4987
2015-12-28,125.5343
2015-12-24,125.5708
2015-12-23,125.6079
2015-12-22,125.6458
2015-12-21,125.6845
2015-12-18,125.7242
2015-12-17,125.7645
2015-12-16,125.8056
2015-12-15,125.8483
2015-12-14,125.8926
2015-12-11,125.9380
2015-12-10,125.9835
2015-12-09,126.0295
2015-12-08,126.0763
2015-12-07,126.1236
2015-12-04,126.1713
2015-12-03,126.2201
2015-12-02,126.2697
2015-12-01,126.3195
2015-11-30,126.3699
2015-11-27,126.4213
2015-11-25,126.4735
2015-11-24,126.5267
2015-11-23,126.5809
2015-11-20,126.6365
2015-11-19,126.6934
2015-11-18,126.7519
2015-11-17,126.8122
2015-11-16,126.8736
2015-11-13,126.9358
2015-11-12,126.9983
2015-11-11,127.0610
2015-11-10,127.1231
2015-11-09,127.1840
2015-11-06,127.2439
2015-11-05,127.3031
2015-11-04,127.3621
2015-11-03,127.4208
2015-11-02,127.4790
2015-10-30,127.5366
2015-10-29,127.5935
2015-10-28,127.6501
2015-10-27,127.7064
2015-10-26,127.7625
2015-10-23,127.8183
2015-10-22,127.8734
2015-10-21,127.9276
2015-10-20,127.9808
2015-10-19,128.0328
2015-10-16,128.0836
2015-10-15,128.1329
2015-10-14,128.1806
2015-10-13,128.2267
2015-10-12,128.2705
2015-10-09,128.3122
2015-10-08,128.3518
2015-10-07,128.3891
2015-10-06,128.4239
2015-10-05,128.4558
2015-10-02,128.4847
2015-10-01,128.5106
2015-09-30,128.5333
2015-09-29,128.5523
2015-09-28,128.5685
2015-09-25,128.5821
2015-09-24,128.5933
2015-09-23,128.6024
2015-09-22,128.6093
2015-09-21,128.6140
2015-09-18,128.6168
2015-09-17,128.6174
2015-09-16,128.6158
2015-09-15,128.6122
2015-09-14,128.6063
2015-09-11,128.5980
2015-09-10,128.5866
2015-09-09,128.5719
2015-09-08,128.5541
2015-09-04,128.5331
2015-09-03,128.5087
2015-09-02,128.4802
2015-09-01,128.4478
2015-08-31,128.4112
2015-08-28,128.3700
2015-08-27,128.3244
2015-08-26,128.2747
2015-08-25,128.2211
2015-08-24,128.1634
2015-08-21,128.1017
2015-08-20,128.0360
2015-08-19,127.9664
2015-08-18,127.8933
2015-08-17,127.8176
2015-08-14,127.7395
2015-08-13,127.6586
2015-08-12,127.5745
2015-08-11,127.4869
2015-08-10,127.3956
2015-08-07,127.3003
2015-08-06,127.2019
2015-08-05,127.0999
2015-08-04,126.9946
2015-08-03,126.8860
2015-07-31,126.7739
2015-07-30,126.6585
2015-07-29,126.5394
2015-07-28,126.4164
2015-07-27,126.2898
2015-07-24,126.1596
2015-07-23,126.0253
2015-07-22,125.8875
2015-07-21,125.7469
2015-07-20,125.6035
2015-07-17,125.4570
2015-07-16,125.3075
2015-07-15,125.1550
2015-07-14,124.9994
2015-07-13,124.8404
2015-07-10,124.6789
2015-07-09,124.5150
2015-07-08,124.3487
2015-07-07,124.1801
2015-07-06,124.0092
2015-07-02,123.8362
2015-07-01,123.6609
2015-06-30,123.4831
2015-06-29,123.3030
2015-06-26,123.1203
2015-06-25,122.9354
2015-06-24,122.7486
2015-06-23,122.5600
2015-06-22,122.3693
2015-06-19,122.1772
2015-06-18,121.9851
2015-06-17,121.7935
2015-06-16,121.6023
2015-06-15,121.4112
2015-06-12,121.2205
2015-06-11,121.0304
2015-06-10,120.8412
2015-06-09,120.6529
2015-06-08,120.4655
2015-06-05,120.2787
2015-06-04,120.0923
2015-06-03,119.9063
2015-06-02,119.7204
2015-06-01,119.5353
2015-05-29,119.3509
2015-05-28,119.1671
2015-05-27,118.9836
2015-05-26,118.8004
2015-05-22,118.6174
2015-05-21,118.4343
2015-05-20,118.2514
2015-05-19,118.0689
2015-05-18,117.8869
2015-05-15,117.7057
2015-05-14,117.5259
2015-05-13,117.3475
2015-05-12,117.1710
2015-05-11,116.9962
2015-05-08,116.8234
2015-05-07,116.6533
2015-05-06,116.4859
2015-05-05,116.3204
2015-05-04,116.1561
2015-05-01,115.9926
2015-04-30,115.8297
2015-04-29,115.6677
2015-04-28,115.5065
2015-04-27,115.3461
2015-04-24,115.1865
2015-04-23,115.0275
2015-04-22,114.8689
2015-04-21,114.7111
2015-04-20,114.5542
2015-04-17,114.3984
2015-04-16,114.2439
2015-04-15,114.0906
2015-04-14,113.9388
2015-04-13,113.7888
2015-04-10,113.6407
2015-04-09,113.4948
2015-04-08,113.3514
2015-04-07,113.2110
2015-04-06,113.0737
2015-04-02,112.9393
2015-04-01,112.8079
2015-03-31,112.6793
2015-03-30,112.5534
2015-03-27,112.4302
2015-03-26,112.3102
2015-03-25,112.1934
2015-03-24,112.0801
2015-03-23,111.9703
2015-03-20,111.8643
2015-03-19,111.7621
2015-03-18,111.6640
2015-03-17,111.5700
2015-03-16,111.4797
2015-03-13,111.3928
2015-03-12,111.3095
2015-03-11,111.2299
2015-03-10,111.1542
2015-03-09,111.0820
2015-03-06,111.0134
2015-03-05,110.9486
2015-03-04,110.8873
2015-03-03,110.8293
2015-03-02,110.7747
2015-02-27,110.7234
2015-02-26,110.6753
2015-02-25,110.6300
2015-02-24,110.5878
2015-02-23,110.5484
2015-02-20,110.5115
2015-02-19,110.4771
2015-02-18,110.4457
2015-02-17,110.4167
2015-02-13,110.3898
2015-02-12,110.3648
2015-02-11,110.3417
2015-02-10,110.3200
2015-02-09,110.3001
2015-02-06,110.2822
2015-02-05,110.2662
2015-02-04,110.2522
2015-02-03,110.2399
2015-02-02,110.2293
2015-01-30,110.2201
2015-01-29,110.2121
2015-01-28,110.2053
2015-01-27,110.2003
2015-01-26,110.1962
2015-01-23,110.1927
2015-01-22,110.1897
2015-01-21,110.1871
2015-01-20,110.1852
2015-01-16,110.1836
2015-01-15,110.1821
2015-01-14,110.1809
2015-01-13,110.1796
2015-01-12,110.1783
2015-01-09,110.1771
2015-01-08,110.1761
2015-01-07,110.1757
2015-01-06,110.1760
2015-01-05,110.1767
2015-01-02,110.1781
2014-12-31,110.1803
2014-12-30,110.1835
2014-12-29,110.1879
2014-12-26,110.1938
2014-12-24,110.2009
2014-12-23,110.2093
2014-12-22,110.2192
2014-12-19,110.2306
2014-12-18,110.2433
2014-12-17,110.2569
2014-12-16,110.2714
2014-12-15,110.2867
2014-12-12,110.3025
2014-12-11,110.3183
2014-12-10,110.3336
2014-12-09,110.3483
2014-12-08,110.3626
2014-12-05,110.3776
2014-12-04,110.3930
2014-12-03,110.4090
2014-12-02,110.4251
2014-12-01,110.4417
2014-11-28,110.4591
2014-11-26,110.4772
2014-11-25,110.4962
2014-11-24,110.5160
2014-11-21,110.5362
2014-11-20,110.5568
2014-11-19,110.5775
2014-11-18,110.5979
2014-11-17,110.6182
2014-11-14,110.6383
2014-11-13,110.6583
2014-11-12,110.6782
2014-11-11,110.6980
2014-11-10,110.7178
2014-11-07,110.7374
2014-11-06,110.7566
2014-11-05,110.7759
2014-11-04,110.7956
2014-11-03,110.8153
2014-10-31,110.8351
2014-10-30,110.8548
2014-10-29,110.8740
2014-10-28,110.8921
2014-10-27,110.9091
2014-10-24,110.9252
2014-10-23,110.9406
2014-10-22,110.9552
2014-10-21,110.9689
2014-10-20,110.9816
2014-10-17,110.9938
2014-10-16,111.0051
2014-10-15,111.0157
2014-10-14,111.0252
2014-10-13,111.0342
2014-10-10,111.0428
2014-10-09,111.0511
2014-10-08,111.0591
2014-10-07,111.0668
2014-10-06,111.0742
2014-10-03,111.0811
2014-10-02,111.0876
2014-10-01,111.0937
2014-09-30,111.0991
2014-09-29,111.1042
2014-09-26,111.1091
2014-09-25,111.1141
2014-09-24,111.1192
2014-09-23,111.1245
2014-09-22,111.1300
2014-09-19,111.1357
2014-09-18,111.1418
2014-09-17,111.1486
2014-09-16,111.1561
2014-09-15,111.1640
2014-09-12,111.1721
2014-09-11,111.1804
2014-09-10,111.1893
2014-09-09,111.1987
2014-09-08,111.2088
2014-09-05,111.2202
2014-09-04,111.2333
2014-09-03,111.2477
2014-09-02,111.2634
2014-08-29,111.2800
2014-08-28,111.2972
2014-08-27,111.3152
2014-08-26,111.3340
2014-08-25,111.3532
2014-08-22,111.3728
2014-08-21,111.3928
2014-08-20,111.4135
2014-08-19,111.4351
2014-08-18,111.4576
2014-08-15,111.4808
2014-08-14,111.5046
2014-08-13,111.5290
2014-08-12,111.5541
2014-08-11,111.5797
2014-08-08,111.6056
2014-08-07,111.6313
2014-08-06,111.6563
2014-08-05,111.6809
2014-08-04,111.7051
2014-08-01,111.7289
2014-07-31,111.7516
2014-07-30,111.7732
2014-07-29,111.7933
2014-07-28,111.8120
2014-07-25,111.8289
2014-07-24,111.8441
2014-07-23,111.8576
2014-07-22,111.8697
2014-07-21,111.8805
2014-07-18,111.8907
2014-07-17,111.9001
2014-07-16,111.9086
2014-07-15,111.9159
2014-07-14,111.9223
2014-07-11,111.9277
2014-07-10,111.9322
2014-07-09,111.9354
2014-07-08,111.9372
2014-07-07,111.9380
2014-07-03,111.9376
2014-07-02,111.9364
2014-07-01,111.9345
2014-06-30,111.9317
2014-06-27,111.9285
2014-06-26,111.9248
2014-06-25,111.9205
2014-06-24,111.9151
2014-06-23,111.9083
2014-06-20,111.8998
2014-06-19,111.8889
2014-06-18,111.8749
2014-06-17,111.8579
2014-06-16,111.8376
2014-06-13,111.8131
2014-06-12,111.7845
2014-06-11,111.7522
2014-06-10,111.7164
2014-06-09,111.6771
2014-06-06,111.6346
2014-06-05,111.5890
2014-06-04,111.5401
2014-06-03,111.4877
2014-06-02,111.4315
2014-05-30,111.3720
2014-05-29,111.3094
2014-05-28,111.2438
2014-05-27,111.1755
2014-05-23,111.1045
2014-05-22,111.0309
2014-05-21,110.9545
2014-05-20,110.8751
2014-05-19,110.7928
2014-05-16,110.7073
2014-05-15,110.6188
2014-05-14,110.5274
2014-05-13,110.4331
2014-05-12,110.3361
2014-05-09,110.2366
2014-05-08,110.1346
2014-05-07,110.0304
2014-05-06,109.9238
2014-05-05,109.8148
2014-05-02,109.7033
2014-05-01,109.5890
2014-04-30,109.4718
2014-04-29,109.3521
2014-04-28,109.2296
