Dates,MINUS_DM Values
2022-07-26,389.7227
2022-07-25,391.6811
2022-07-22,388.6946
2022-07-21,390.6478
2022-07-20,392.6109
2022-07-19,394.5838
2022-07-18,396.5667
2022-07-15,398.5595
2022-07-14,400.5623
2022-07-13,400.9973
2022-07-12,403.0123
2022-07-11,405.0375
2022-07-08,404.5757
2022-07-07,406.0823
2022-07-06,408.1229
2022-07-05,410.1738
2022-07-01,408.1043
2022-06-30,410.1551
2022-06-29,408.9599
2022-06-28,407.2964
2022-06-27,409.3431
2022-06-24,411.4001
2022-06-23,413.4674
2022-06-22,412.3408
2022-06-21,411.8400
2022-06-17,413.9096
2022-06-16,415.9895
2022-06-15,418.0799
2022-06-14,420.1808
2022-06-13,421.1666
2022-06-10,410.5092
2022-06-09,405.6876
2022-06-08,402.9623
2022-06-07,404.9873
2022-06-06,406.0978
2022-06-03,407.3797
2022-06-02,409.4268
2022-06-01,411.4842
2022-05-31,411.6927
2022-05-27,413.7615
2022-05-26,415.8407
2022-05-25,417.9303
2022-05-24,420.0305
2022-05-23,419.0759
2022-05-20,421.1818
2022-05-19,416.6450
2022-05-18,418.0754
2022-05-17,418.7391
2022-05-16,420.8433
2022-05-13,422.9581
2022-05-12,425.0835
2022-05-11,418.3452
2022-05-10,419.2212
2022-05-09,418.9963
2022-05-06,407.8355
2022-05-05,406.6688
2022-05-04,406.9814
2022-05-03,409.0266
2022-05-02,411.0820
2022-04-29,407.9840
2022-04-28,409.5518
2022-04-27,411.6098
2022-04-26,392.7234
2022-04-25,389.0688
2022-04-22,386.9535
2022-04-21,384.8277
2022-04-20,386.7615
2022-04-19,388.7050
2022-04-18,390.6583
2022-04-14,389.5159
2022-04-13,391.4733
2022-04-12,393.4405
2022-04-11,395.4175
2022-04-08,397.4046
2022-04-07,399.4016
2022-04-06,398.6848
2022-04-05,394.7186
2022-04-04,392.2900
2022-04-01,392.3819
2022-03-31,391.6703
2022-03-30,393.6385
2022-03-29,395.6166
2022-03-28,397.6046
2022-03-25,397.1303
2022-03-24,399.1259
2022-03-23,400.8200
2022-03-22,402.8342
2022-03-21,404.8584
2022-03-18,397.3552
2022-03-17,399.3520
2022-03-16,401.3588
2022-03-15,403.3757
2022-03-14,405.4027
2022-03-11,404.0429
2022-03-10,406.0732
2022-03-09,406.0837
2022-03-08,408.1243
2022-03-07,408.6877
2022-03-04,400.7816
2022-03-03,393.0067
2022-03-02,389.0205
2022-03-01,390.9753
2022-02-28,389.1008
2022-02-25,391.0561
2022-02-24,393.0212
2022-02-23,385.9208
2022-02-22,385.9405
2022-02-18,377.0458
2022-02-17,374.8500
2022-02-16,374.1106
2022-02-15,375.9905
2022-02-14,377.8799
2022-02-11,378.2612
2022-02-10,376.7198
2022-02-09,378.6129
2022-02-08,380.5155
2022-02-07,382.4276
2022-02-04,384.3494
2022-02-03,385.1149
2022-02-02,387.0502
2022-02-01,388.9952
2022-01-31,390.9499
2022-01-28,392.9145
2022-01-27,389.9945
2022-01-26,388.6577
2022-01-25,384.9524
2022-01-24,386.8868
2022-01-21,376.7104
2022-01-20,369.7089
2022-01-19,368.0291
2022-01-18,362.5217
2022-01-14,364.3434
2022-01-13,366.1743
2022-01-12,368.0143
2022-01-11,369.8637
2022-01-10,371.7223
2022-01-07,368.3113
2022-01-06,370.1621
2022-01-05,368.0524
2022-01-04,369.9019
2022-01-03,371.7607
2021-12-31,373.6289
2021-12-30,372.9235
2021-12-29,374.7975
2021-12-28,376.6809
2021-12-27,378.5737
2021-12-23,378.2450
2021-12-22,380.1457
2021-12-21,382.0560
2021-12-20,383.9759
2021-12-17,383.2722
2021-12-16,382.6253
2021-12-15,384.5481
2021-12-14,381.5961
2021-12-13,383.1418
2021-12-10,377.0973
2021-12-09,377.2636
2021-12-08,376.6368
2021-12-07,378.5294
2021-12-06,380.4316
2021-12-03,382.3433
2021-12-02,384.2646
2021-12-01,386.1956
2021-11-30,382.2569
2021-11-29,382.6903
2021-11-26,384.6134
2021-11-24,373.6114
2021-11-23,374.5844
2021-11-22,375.2808
2021-11-19,372.8651
2021-11-18,362.9589
2021-11-17,364.7828
2021-11-16,365.2993
2021-11-15,365.7179
2021-11-12,367.5557
2021-11-11,369.4027
2021-11-10,371.2590
2021-11-09,373.1246
2021-11-08,370.4066
2021-11-05,372.2680
2021-11-04,374.1387
2021-11-03,376.0188
2021-11-02,377.9083
2021-11-01,379.8073
2021-10-29,381.7159
2021-10-28,383.6341
2021-10-27,384.5167
2021-10-26,383.8962
2021-10-25,382.2876
2021-10-22,383.3292
2021-10-21,384.0143
2021-10-20,385.4013
2021-10-19,387.3380
2021-10-18,389.2844
2021-10-15,388.9994
2021-10-14,390.1893
2021-10-13,389.8195
2021-10-12,387.9995
2021-10-11,387.7382
2021-10-08,389.6866
2021-10-07,391.1423
2021-10-06,393.1078
2021-10-05,391.8472
2021-10-04,393.8163
2021-10-01,395.7952
2021-09-30,397.7842
2021-09-29,394.3559
2021-09-28,396.3376
2021-09-27,390.8344
2021-09-24,392.7984
2021-09-23,394.7722
2021-09-22,396.7560
2021-09-21,398.7498
2021-09-20,400.7535
2021-09-17,397.3603
2021-09-16,397.9501
2021-09-15,399.9498
2021-09-14,401.5667
2021-09-13,403.5846
2021-09-10,405.3715
2021-09-09,406.8055
2021-09-08,408.8497
2021-09-07,409.2359
2021-09-03,405.9758
2021-09-02,407.3928
2021-09-01,409.4400
2021-08-31,411.4974
2021-08-30,413.1184
2021-08-27,415.1944
2021-08-26,417.2808
2021-08-25,416.1717
2021-08-24,417.5595
2021-08-23,419.6578
2021-08-20,421.7666
2021-08-19,423.0920
2021-08-18,418.0121
2021-08-17,419.2082
2021-08-16,413.9378
2021-08-13,408.8372
2021-08-12,408.6553
2021-08-11,410.7088
2021-08-10,412.7727
2021-08-09,414.8469
2021-08-06,413.3839
2021-08-05,415.4612
2021-08-04,417.5489
2021-08-03,419.6472
2021-08-02,418.1680
2021-07-30,419.7367
2021-07-29,416.0972
2021-07-28,417.9769
2021-07-27,420.0773
2021-07-26,422.1883
2021-07-23,424.3098
2021-07-22,426.4420
2021-07-21,427.9920
2021-07-20,430.1427
2021-07-19,432.3042
2021-07-16,422.1813
2021-07-15,420.5177
2021-07-14,419.1133
2021-07-13,417.3400
2021-07-12,411.0929
2021-07-09,413.1586
2021-07-08,415.2348
2021-07-07,412.9394
2021-07-06,412.0498
2021-07-02,414.1204
2021-07-01,411.0355
2021-06-30,413.1011
2021-06-29,415.1769
2021-06-28,414.0271
2021-06-25,406.6905
2021-06-24,408.7342
2021-06-23,410.7881
2021-06-22,412.8524
2021-06-21,414.9270
2021-06-18,417.0121
2021-06-17,417.5699
2021-06-16,415.4271
2021-06-15,414.1076
2021-06-14,416.1886
2021-06-11,416.8930
2021-06-10,416.6563
2021-06-09,418.7501
2021-06-08,418.7538
2021-06-07,420.8581
2021-06-04,422.9730
2021-06-03,423.8924
2021-06-02,421.0678
2021-06-01,423.1837
2021-05-28,425.3103
2021-05-27,425.6183
2021-05-26,427.7571
2021-05-25,429.9067
2021-05-24,432.0670
2021-05-21,434.2382
2021-05-20,436.4203
2021-05-19,438.6134
2021-05-18,434.6365
2021-05-17,436.8206
2021-05-14,438.2419
2021-05-13,440.4441
2021-05-12,441.0895
2021-05-11,440.0699
2021-05-10,433.5878
2021-05-07,435.7666
2021-05-06,437.9564
2021-05-05,439.1371
2021-05-04,441.3438
2021-05-03,435.3606
2021-04-30,437.5484
2021-04-29,439.7471
2021-04-28,440.9016
2021-04-27,436.5242
2021-04-26,438.0244
2021-04-23,440.2255
2021-04-22,442.1663
2021-04-21,444.3883
2021-04-20,444.4907
2021-04-19,436.7947
2021-04-16,434.9583
2021-04-15,433.9291
2021-04-14,434.2504
2021-04-13,436.4325
2021-04-12,438.6257
2021-04-09,437.6660
2021-04-08,439.8653
2021-04-07,440.5481
2021-04-06,438.9083
2021-04-05,439.5202
2021-04-01,441.7288
2021-03-31,441.8883
2021-03-30,444.1088
2021-03-29,446.3405
2021-03-26,448.5835
2021-03-25,450.8376
2021-03-24,445.7062
2021-03-23,447.5740
2021-03-22,439.0392
2021-03-19,440.0897
2021-03-18,438.8640
2021-03-17,441.0694
2021-03-16,442.9441
2021-03-15,434.8081
2021-03-12,436.9931
2021-03-11,439.1890
2021-03-10,441.3960
2021-03-09,443.6141
2021-03-08,445.8433
2021-03-05,448.0837
2021-03-04,445.4108
2021-03-03,441.2772
2021-03-02,443.4946
2021-03-01,445.7232
2021-02-26,447.9631
2021-02-25,446.7769
2021-02-24,449.0221
2021-02-23,451.2784
2021-02-22,449.3251
2021-02-19,451.5830
2021-02-18,453.8522
2021-02-17,451.5098
2021-02-16,453.7787
2021-02-12,456.0590
2021-02-11,458.3507
2021-02-10,458.0921
2021-02-09,460.3941
2021-02-08,462.7076
2021-02-05,465.0328
2021-02-04,466.0028
2021-02-03,468.3445
2021-02-02,470.6980
2021-02-01,473.0633
2021-01-29,475.1791
2021-01-28,474.6726
2021-01-27,477.0579
2021-01-26,469.4656
2021-01-25,471.8247
2021-01-22,469.2007
2021-01-21,469.4781
2021-01-20,466.9428
2021-01-19,469.2893
2021-01-15,471.6475
2021-01-14,469.9874
2021-01-13,472.3492
2021-01-12,474.7228
2021-01-11,477.1083
2021-01-08,472.3250
2021-01-07,471.0552
2021-01-06,473.4224
2021-01-05,475.8014
2021-01-04,478.1923
2020-12-31,470.3351
2020-12-30,471.0252
2020-12-29,472.3520
2020-12-28,474.7256
2020-12-24,476.2194
2020-12-23,475.3260
2020-12-22,477.7146
2020-12-21,480.1152
2020-12-18,474.9801
2020-12-17,475.4373
2020-12-16,473.0366
2020-12-15,475.4136
2020-12-14,473.7725
2020-12-11,476.1533
2020-12-10,478.5460
2020-12-09,480.6894
2020-12-08,476.8939
2020-12-07,476.6270
2020-12-04,479.0221
2020-12-03,481.4293
2020-12-02,483.8485
2020-12-01,486.2799
2020-11-30,488.7236
2020-11-27,483.6205
2020-11-25,486.0507
2020-11-24,485.8098
2020-11-23,488.2510
2020-11-20,490.7045
2020-11-19,492.4360
2020-11-18,491.7957
2020-11-17,494.2670
2020-11-16,496.7508
2020-11-13,499.2470
2020-11-12,501.7558
2020-11-11,500.0963
2020-11-10,502.6093
2020-11-09,505.1350
2020-11-06,507.6734
2020-11-05,510.2245
2020-11-04,512.7884
2020-11-03,515.3653
2020-11-02,517.9550
2020-10-30,520.5578
2020-10-29,518.1285
2020-10-28,519.3251
2020-10-27,514.8996
2020-10-26,513.4167
2020-10-23,508.9615
2020-10-22,511.5191
2020-10-21,514.0895
2020-10-20,514.3010
2020-10-19,516.8855
2020-10-16,518.3170
2020-10-15,520.9216
2020-10-14,519.7605
2020-10-13,522.3723
2020-10-12,521.1179
2020-10-09,522.8622
2020-10-08,525.4897
2020-10-07,528.1303
2020-10-06,530.7842
2020-10-05,525.2304
2020-10-02,527.8697
2020-10-01,526.7334
2020-09-30,529.3803
2020-09-29,532.0405
2020-09-28,534.7141
2020-09-25,537.4011
2020-09-24,540.1016
2020-09-23,536.9162
2020-09-22,535.5338
2020-09-21,538.2250
2020-09-18,534.0753
2020-09-17,536.7591
2020-09-16,539.4564
2020-09-15,539.1321
2020-09-14,541.8413
2020-09-11,544.5641
2020-09-10,546.0443
2020-09-09,548.7883
2020-09-08,548.0284
2020-09-04,547.2647
2020-09-03,545.8741
2020-09-02,548.6172
2020-09-01,551.3741
2020-08-31,551.6825
2020-08-28,553.5804
2020-08-27,555.3671
2020-08-26,558.1579
2020-08-25,559.8672
2020-08-24,562.6806
2020-08-21,565.5082
2020-08-20,568.3499
2020-08-19,567.9597
2020-08-18,570.8138
2020-08-17,571.2717
2020-08-14,573.1961
2020-08-13,575.9960
2020-08-12,578.1268
2020-08-11,574.6601
2020-08-10,577.5478
2020-08-07,580.4500
2020-08-06,581.4573
2020-08-05,584.3792
2020-08-04,587.3158
2020-08-03,590.2671
2020-07-31,590.3690
2020-07-30,588.9337
2020-07-29,590.2750
2020-07-28,587.2312
2020-07-27,589.4082
2020-07-24,587.7470
2020-07-23,588.8713
2020-07-22,591.8305
2020-07-21,593.4377
2020-07-20,596.4198
2020-07-17,595.4671
2020-07-16,596.6604
2020-07-15,595.7290
2020-07-14,598.7227
2020-07-13,600.7765
2020-07-10,603.7955
2020-07-09,603.7543
2020-07-08,604.0747
2020-07-07,603.9544
2020-07-06,604.0246
2020-07-02,607.0599
2020-07-01,610.1104
2020-06-30,613.1763
2020-06-29,616.2576
2020-06-26,619.3543
2020-06-25,620.4667
2020-06-24,617.0720
2020-06-23,612.6553
2020-06-22,615.7340
2020-06-19,616.1437
2020-06-18,616.5977
2020-06-17,615.6258
2020-06-16,617.3626
2020-06-15,620.4650
2020-06-12,623.5829
2020-06-11,626.7165
2020-06-10,598.3180
2020-06-09,585.5659
2020-06-08,582.6290
2020-06-05,585.5568
2020-06-04,588.4993
2020-06-03,591.4566
2020-06-02,594.4287
2020-06-01,597.4158
2020-05-29,600.4179
2020-05-28,597.2944
2020-05-27,600.2958
2020-05-26,603.3124
2020-05-22,606.3441
2020-05-21,609.0150
2020-05-20,612.0754
2020-05-19,615.1511
2020-05-18,618.2423
2020-05-15,621.3491
2020-05-14,624.4715
2020-05-13,622.1422
2020-05-12,619.3701
2020-05-11,619.7176
2020-05-08,619.2036
2020-05-07,622.3152
2020-05-06,625.4424
2020-05-05,624.9371
2020-05-04,628.0775
2020-05-01,622.7010
2020-04-30,625.8301
2020-04-29,626.0202
2020-04-28,629.1661
2020-04-27,632.3277
2020-04-24,630.9826
2020-04-23,626.3946
2020-04-22,629.5423
2020-04-21,631.7714
2020-04-20,627.8607
2020-04-17,628.5032
2020-04-16,631.6615
2020-04-15,634.8357
2020-04-14,630.8901
2020-04-13,627.7690
2020-04-09,627.0743
2020-04-08,630.2255
2020-04-07,633.3924
2020-04-06,636.5753
2020-04-03,639.7742
2020-04-02,642.9891
2020-04-01,636.1905
2020-03-31,620.2919
2020-03-30,623.4090
2020-03-27,611.6069
2020-03-26,602.9819
2020-03-25,606.0120
2020-03-24,609.0573
2020-03-23,612.1178
2020-03-20,615.1938
2020-03-19,618.2852
2020-03-18,621.3922
2020-03-17,612.2032
2020-03-16,587.6314
2020-03-13,557.8049
2020-03-12,560.6079
2020-03-11,531.0763
2020-03-10,505.6043
2020-03-09,498.7280
2020-03-06,475.6764
2020-03-05,468.1672
2020-03-04,453.0726
2020-03-03,454.2739
2020-03-02,456.5567
2020-02-28,458.8510
2020-02-27,446.3929
2020-02-26,428.7668
2020-02-25,430.9214
2020-02-24,420.3230
2020-02-21,408.4653
2020-02-20,405.3320
2020-02-19,406.8955
2020-02-18,408.9402
2020-02-14,409.0856
2020-02-13,406.4880
2020-02-12,407.3657
2020-02-11,409.4127
2020-02-10,411.4701
2020-02-07,413.5378
2020-02-06,415.6158
2020-02-05,417.7044
2020-02-04,419.8034
2020-02-03,421.9130
2020-01-31,421.9251
2020-01-30,423.4010
2020-01-29,424.0251
2020-01-28,426.1559
2020-01-27,427.7160
2020-01-24,429.8653
2020-01-23,432.0255
2020-01-22,434.1965
2020-01-21,433.3513
2020-01-17,418.2955
2020-01-16,414.0936
2020-01-15,415.7948
2020-01-14,417.8843
2020-01-13,418.1859
2020-01-10,420.2873
2020-01-09,419.8066
2020-01-08,421.9162
2020-01-07,422.9275
2020-01-06,425.0527
2020-01-03,424.7710
2020-01-02,426.9055
2019-12-31,429.0508
2019-12-30,428.8164
2019-12-27,427.5173
2019-12-26,429.6657
2019-12-24,428.5080
2019-12-23,429.0828
2019-12-20,431.2390
2019-12-19,430.4289
2019-12-18,432.5919
2019-12-17,434.7657
2019-12-16,431.1361
2019-12-13,418.6467
2019-12-12,420.7505
2019-12-11,422.8648
2019-12-10,416.0483
2019-12-09,416.0211
2019-12-06,418.1116
2019-12-05,420.2127
2019-12-04,419.0974
2019-12-03,421.2035
2019-12-02,415.7773
2019-11-29,406.8573
2019-11-27,408.2824
2019-11-26,405.7785
2019-11-25,407.8175
2019-11-22,409.8669
2019-11-21,411.9265
2019-11-20,413.9965
2019-11-19,416.0769
2019-11-18,411.8839
2019-11-15,413.9536
2019-11-14,416.0338
2019-11-13,418.1244
2019-11-12,420.2256
2019-11-11,422.3372
2019-11-08,424.4595
2019-11-07,422.0968
2019-11-06,424.2179
2019-11-05,426.2900
2019-11-04,428.4321
2019-11-01,430.5851
2019-10-31,432.7488
2019-10-30,431.1289
2019-10-29,433.2954
2019-10-28,435.4728
2019-10-25,437.6611
2019-10-24,439.8604
2019-10-23,442.0707
2019-10-22,444.2922
2019-10-21,446.5248
2019-10-18,429.2995
2019-10-17,406.5641
2019-10-16,408.4284
2019-10-15,410.4808
2019-10-14,410.4078
2019-10-11,412.4702
2019-10-10,414.5429
2019-10-09,413.4772
2019-10-08,415.5550
2019-10-07,413.2527
2019-10-04,415.3293
2019-10-03,417.4164
2019-10-02,418.9774
2019-10-01,410.2955
2019-09-30,410.3111
2019-09-27,407.7877
2019-09-26,407.8314
2019-09-25,409.8808
2019-09-24,411.9405
2019-09-23,414.0106
2019-09-20,412.6143
2019-09-19,409.7376
2019-09-18,411.7966
2019-09-17,413.8659
2019-09-16,415.9456
2019-09-13,415.9995
2019-09-12,418.0899
2019-09-11,420.1909
2019-09-10,422.3024
2019-09-09,424.4245
2019-09-06,422.1966
2019-09-05,424.3182
2019-09-04,426.4505
2019-09-03,428.5934
2019-08-30,419.0309
2019-08-29,421.1366
2019-08-28,423.2529
2019-08-27,422.9561
2019-08-26,421.8333
2019-08-23,423.9531
2019-08-22,426.0835
2019-08-21,428.2246
2019-08-20,430.3765
2019-08-19,430.0360
2019-08-16,432.1970
2019-08-15,434.3688
2019-08-14,435.6973
2019-08-13,427.8641
2019-08-12,430.0142
2019-08-09,430.3921
2019-08-08,432.5548
2019-08-07,434.7285
2019-08-06,432.4011
2019-08-05,434.5740
2019-08-02,431.4610
2019-08-01,432.9578
2019-07-31,427.1857
2019-07-30,429.3324
2019-07-29,428.9722
2019-07-26,428.2746
2019-07-25,426.7639
2019-07-24,414.7704
2019-07-23,406.3400
2019-07-22,407.1873
2019-07-19,409.2335
2019-07-18,411.2899
2019-07-17,411.1353
2019-07-16,413.2013
2019-07-15,415.2777
2019-07-12,417.3645
2019-07-11,419.4619
2019-07-10,421.5697
2019-07-09,423.6881
2019-07-08,424.3350
2019-07-05,424.4644
2019-07-03,426.5974
2019-07-02,428.3166
2019-07-01,429.8469
2019-06-28,423.8618
2019-06-27,425.2217
2019-06-26,419.8057
2019-06-25,421.9153
2019-06-24,420.0172
2019-06-21,422.1278
2019-06-20,424.2491
2019-06-19,426.3810
2019-06-18,428.5236
2019-06-17,430.6770
2019-06-14,432.8412
2019-06-13,435.0163
2019-06-12,437.2023
2019-06-11,434.1321
2019-06-10,430.9625
2019-06-07,433.1281
2019-06-06,435.3047
2019-06-05,437.4921
2019-06-04,432.1575
2019-06-03,434.3292
2019-05-31,425.9576
2019-05-30,421.6051
2019-05-29,423.7237
2019-05-28,417.1352
2019-05-24,419.2313
2019-05-23,421.3380
2019-05-22,412.9900
2019-05-21,411.9751
2019-05-20,414.0453
2019-05-17,415.5004
2019-05-16,417.5884
2019-05-15,419.6868
2019-05-14,421.7958
2019-05-13,423.9154
2019-05-10,415.6297
2019-05-09,417.7182
2019-05-08,416.0444
2019-05-07,416.4762
2019-05-06,408.1543
2019-05-03,401.7734
2019-05-02,403.7924
2019-05-01,402.7491
2019-04-30,404.7730
2019-04-29,405.1285
2019-04-26,405.8097
2019-04-25,407.8490
2019-04-24,409.8985
2019-04-23,411.9582
2019-04-22,411.7805
2019-04-18,411.2780
2019-04-17,413.3447
2019-04-16,415.4218
2019-04-15,417.5094
2019-04-12,419.6074
2019-04-11,421.7160
2019-04-10,423.8352
2019-04-09,421.2239
2019-04-08,419.3062
2019-04-05,402.6746
2019-04-04,404.6981
2019-04-03,406.7318
2019-04-02,404.4272
2019-04-01,406.4595
2019-03-29,408.5020
2019-03-28,410.5548
2019-03-27,412.6179
2019-03-26,412.6791
2019-03-25,414.7528
2019-03-22,416.8370
2019-03-21,408.4237
2019-03-20,409.0528
2019-03-19,411.1083
2019-03-18,413.1742
2019-03-15,415.2504
2019-03-14,411.7911
2019-03-13,413.8604
2019-03-12,411.3561
2019-03-11,413.4232
2019-03-08,366.4700
2019-03-07,367.3888
2019-03-06,363.6988
2019-03-05,359.0837
2019-03-04,360.8882
2019-03-01,349.3913
2019-02-28,351.1470
2019-02-27,352.9116
2019-02-26,354.6850
2019-02-25,354.2391
2019-02-22,356.0192
2019-02-21,357.8082
2019-02-20,358.1992
2019-02-19,359.9992
2019-02-15,361.8083
2019-02-14,363.6264
2019-02-13,365.4537
2019-02-12,367.2901
2019-02-11,369.1358
2019-02-08,370.9908
2019-02-07,368.4477
2019-02-06,369.0006
2019-02-05,370.8549
2019-02-04,372.7185
2019-02-01,374.5915
2019-01-31,376.4738
2019-01-30,378.3656
2019-01-29,380.2670
2019-01-28,382.1779
2019-01-25,381.3345
2019-01-24,383.2507
2019-01-23,385.1766
2019-01-22,386.5652
2019-01-18,381.5834
2019-01-17,383.5009
2019-01-16,385.4280
2019-01-15,387.3649
2019-01-14,389.3114
2019-01-11,390.2130
2019-01-10,392.1739
2019-01-09,394.1446
2019-01-08,396.1252
2019-01-07,398.1158
2019-01-04,400.1164
2019-01-03,402.1270
2019-01-02,399.9384
2018-12-31,397.0259
2018-12-28,399.0210
2018-12-27,401.0261
2018-12-26,403.0413
2018-12-24,405.0667
2018-12-21,397.4822
2018-12-20,395.5828
2018-12-19,389.6599
2018-12-18,384.6838
2018-12-17,386.6169
2018-12-14,388.5597
2018-12-13,382.1005
2018-12-12,383.5449
2018-12-11,385.4723
2018-12-10,387.4093
2018-12-07,383.6135
2018-12-06,385.5412
2018-12-04,363.6094
