Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2007-08-14,81.29847717285156,81.33391759833307,81.28075358032581,81.29847717285156,130650,0.0,0.0,0.0
2007-08-15,81.33392385023578,81.36935751887098,81.29848342203006,81.31620025634766,40400,0.0,0.0,0.0
2007-08-16,81.31622506965807,81.51114410448302,81.31622506965807,81.42254638671875,122850,0.0,0.0,0.0
2007-08-17,81.24531809039546,81.49340108383682,81.22760125636343,81.47567749023438,84750,0.0,0.0,0.0
2007-08-20,81.44021804856027,81.5996965558964,81.44021804856027,81.54653930664062,19750,0.0,0.0,0.0
2007-08-21,81.56428717356866,81.56428717356866,81.42253220175607,81.52884674072266,157700,0.0,0.0,0.0
2007-08-22,81.52884674072266,81.52884674072266,81.40480860554737,81.52884674072266,30000,0.0,0.0,0.0
2007-08-23,81.49340108383682,81.49340108383682,81.40479663496541,81.47567749023438,40250,0.0,0.0,0.0
2007-08-24,81.36934996466462,81.45795440673828,81.33391629931903,81.45795440673828,14050,0.0,0.0,0.0
2007-08-27,81.40479605523326,81.45796007609158,81.35163879394531,81.35163879394531,36050,0.0,0.0,0.0
2007-08-28,81.36935809572279,81.44023895263672,81.36935809572279,81.44023895263672,29250,0.0,0.0,0.0
2007-08-29,81.47568460797423,81.493408203125,81.42252734166388,81.493408203125,10550,0.0,0.0,0.0
2007-08-30,81.54655645464473,81.54655645464473,81.44023517420662,81.51111602783203,31650,0.0,0.0,0.0
2007-08-31,81.4048037465131,81.493408203125,81.3870869109333,81.493408203125,9650,0.0,0.0,0.0
2007-09-04,81.4880588337636,81.52363618434406,81.41690413260271,81.50584411621094,10900,0.354,0.0,0.0
2007-09-05,81.5236587524414,81.54144403981222,81.47028931895365,81.5236587524414,21400,0.0,0.0,0.0
2007-09-06,81.54144403981222,81.54144403981222,81.47028931895365,81.5236587524414,14500,0.0,0.0,0.0
2007-09-07,81.57701110839844,81.59479639352544,81.50585639651682,81.57701110839844,16150,0.0,0.0,0.0
2007-09-10,81.55924837589029,81.5948257446289,81.48810042410231,81.5948257446289,35100,0.0,0.0,0.0
2007-09-11,81.50584411621094,81.59478409981915,81.4880588337636,81.50584411621094,10300,0.0,0.0,0.0
2007-09-12,81.5414310996349,81.63037109375,81.52364581508652,81.63037109375,3450,0.0,0.0,0.0
2007-09-13,81.50585490922285,81.61258697509766,81.50585490922285,81.61258697509766,25300,0.0,0.0,0.0
2007-09-14,81.59483036591466,81.68377039995387,81.59483036591466,81.66598510742188,32650,0.0,0.0,0.0
2007-09-17,81.66595309973334,81.70153045654297,81.54143574374314,81.70153045654297,17350,0.0,0.0,0.0
2007-09-18,81.6659557573315,81.7371104732663,81.55922368342932,81.6481704711914,232950,0.0,0.0,0.0
2007-09-19,81.70151551770212,81.70151551770212,81.59478346678883,81.68372344970703,66750,0.0,0.0,0.0
2007-09-20,81.7193110878651,81.7193110878651,81.63037109375,81.63037109375,22250,0.0,0.0,0.0
2007-09-21,81.64819981488989,81.71934777070749,81.63040773666826,81.66598510742188,23450,0.0,0.0,0.0
2007-09-24,81.75491450164314,81.77270657754926,81.64818918896148,81.73712921142578,57850,0.0,0.0,0.0
2007-09-25,81.6481575411863,81.7548828125,81.6481575411863,81.7548828125,59000,0.0,0.0,0.0
2007-09-26,81.7371398489291,81.75492514146109,81.66598510742188,81.66598510742188,21250,0.0,0.0,0.0
2007-09-27,81.75487815031589,81.77267021831098,81.66593816739768,81.68372344970703,30100,0.0,0.0,0.0
2007-09-28,81.6481704711914,81.7371104732663,81.6481704711914,81.6481704711914,122600,0.0,0.0,0.0
2007-10-01,81.68384776363627,81.75525136534496,81.66600026792021,81.7374038696289,21900,0.32,0.0,0.0
2007-10-02,81.70168456254314,81.77308814895217,81.68383026123047,81.68383026123047,78200,0.0,0.0,0.0
2007-10-03,81.71957632236074,81.7909799474495,81.68387450981635,81.70172882080078,131200,0.0,0.0,0.0
2007-10-04,81.77311472154678,81.79096221923828,81.75526041443227,81.79096221923828,4700,0.0,0.0,0.0
2007-10-05,81.73743063334517,81.84452926155383,81.70172882080078,81.70172882080078,22200,0.0,0.0,0.0
2007-10-08,81.73739381101943,81.84449239098068,81.71953950807828,81.82664489746094,8300,0.0,0.0,0.0
2007-10-09,81.80879597308255,81.8444909594977,81.7730941772461,81.7730941772461,364450,0.0,0.0,0.0
2007-10-10,81.79095601162527,81.86235961581802,81.79095601162527,81.8445053100586,21400,0.0,0.0,0.0
2007-10-11,81.86234669392182,81.86234669392182,81.8087974039412,81.82664489746094,10200,0.0,0.0,0.0
2007-10-12,81.88020711215498,81.88020711215498,81.8088103173847,81.8445053100586,14250,0.0,0.0,0.0
2007-10-15,81.8445176298829,81.86237193832989,81.80882263183594,81.80882263183594,32450,0.0,0.0,0.0
2007-10-16,81.84450378783436,81.88020558926672,81.82665629182935,81.86235809326172,14350,0.0,0.0,0.0
2007-10-17,81.86237710873165,81.89807891845703,81.82667529900625,81.89807891845703,59350,0.0,0.0,0.0
2007-10-18,81.95162822833315,81.96947572848387,81.89807891845703,81.89807891845703,12400,0.0,0.0,0.0
2007-10-19,81.95162729253354,81.96947479248047,81.88022367389812,81.96947479248047,100550,0.0,0.0,0.0
2007-10-22,81.915922546738,81.95162435477589,81.86237323939297,81.93377685546875,185050,0.0,0.0,0.0
2007-10-23,81.95162435477589,81.96947185408303,81.89807504743086,81.93377685546875,12800,0.0,0.0,0.0
2007-10-24,81.96947479248047,81.96947479248047,81.8980779832689,81.96947479248047,27500,0.0,0.0,0.0
2007-10-25,81.96950766335401,81.96950766335401,81.91595833261538,81.95166015625,12100,0.0,0.0,0.0
2007-10-26,81.95161061552902,81.98731241758149,81.91590881347656,81.91590881347656,15900,0.0,0.0,0.0
2007-10-29,81.95163339310274,81.98733520507812,81.91593158112734,81.98733520507812,7600,0.0,0.0,0.0
2007-10-30,82.00520948698863,82.00520948698863,81.95166015625,81.95166015625,5250,0.0,0.0,0.0
2007-10-31,81.98732910185126,82.00517660179818,81.95162729253354,81.96947479248047,13200,0.0,0.0,0.0
2007-11-01,81.98916667537088,82.04289947889362,81.97126029545566,82.02498626708984,32750,0.302,0.0,0.0
2007-11-02,82.02494916658179,82.07868194580078,81.98912959106428,82.07868194580078,8750,0.0,0.0,0.0
2007-11-05,82.07868194580078,82.09658831761679,82.02494916658179,82.07868194580078,16800,0.0,0.0,0.0
2007-11-06,82.07868194580078,82.07868194580078,82.00704279476577,82.07868194580078,16800,0.0,0.0,0.0
2007-11-07,82.02498751227431,82.20408547358797,82.02498751227431,82.1324462890625,218850,0.0,0.0,0.0
2007-11-08,82.09658831761679,82.15031426495032,82.0607687420993,82.07868194580078,147400,0.0,0.0,0.0
2007-11-09,82.18617970292784,82.20409291662546,82.11454051191592,82.15036010742188,9400,0.0,0.0,0.0
2007-11-12,82.15036051906064,82.1861801147461,82.13245413716258,82.1861801147461,72400,0.0,0.0,0.0
2007-11-13,82.16826629638672,82.20408588883038,82.13244670394305,82.16826629638672,31400,0.0,0.0,0.0
2007-11-14,82.1324462890625,82.18617226151227,82.09662669679977,82.1324462890625,100950,0.0,0.0,0.0
2007-11-15,82.15036051906064,82.22199971043153,82.09663454147713,82.1861801147461,230900,0.0,0.0,0.0
2007-11-16,82.20409332853347,82.20409332853347,82.15036051906064,82.1861801147461,24450,0.0,0.0,0.0
2007-11-19,82.18618815227637,82.22200775146484,82.1145489538994,82.22200775146484,59150,0.0,0.0,0.0
2007-11-20,82.16825108311549,82.23988342285156,82.13243149730374,82.23988342285156,40950,0.0,0.0,0.0
2007-11-21,82.23989909632651,82.27571868896484,82.18617312331338,82.27571868896484,33550,0.0,0.0,0.0
2007-11-23,82.22200856702574,82.29364776611328,82.22200856702574,82.29364776611328,7650,0.0,0.0,0.0
2007-11-26,82.34734218028683,82.34734218028683,82.18615746007765,82.23988342285156,24350,0.0,0.0,0.0
2007-11-27,82.22200075128109,82.3115463256836,82.22200075128109,82.3115463256836,21100,0.0,0.0,0.0
2007-11-28,82.3115393021628,82.34735889524525,82.2399001159979,82.32945251464844,52700,0.0,0.0,0.0
2007-11-29,82.25781230859005,82.34735787424151,82.25781230859005,82.27571868896484,36550,0.0,0.0,0.0
2007-11-30,82.36528696520084,95.09885741579551,82.2399149508526,82.29364776611328,274300,0.0,0.0,0.0
2007-12-03,82.41758548788223,82.4355462006223,82.27387237548828,82.27387237548828,120050,0.278,0.0,0.0
2007-12-04,82.29178619384766,82.3636358504993,82.27381864022433,82.29178619384766,90750,0.0,0.0,0.0
2007-12-05,82.29178619384766,82.34567514948986,82.27381864022433,82.29178619384766,27900,0.0,0.0,0.0
2007-12-06,82.30979919433594,82.3636881842191,82.21998192699124,82.30979919433594,288200,0.0,0.0,0.0
2007-12-07,82.27386038405092,82.38164520263672,82.27386038405092,82.38164520263672,43900,0.0,0.0,0.0
2007-12-10,82.38164013934009,84.64506636958943,82.32775115966797,82.32775115966797,206050,0.0,0.0,0.0
2007-12-11,82.38165025931349,82.43553924560547,82.27386543411174,82.43553924560547,41800,0.0,0.0,0.0
2007-12-12,82.41753387451172,82.4534621301104,82.34567736331435,82.41753387451172,24700,0.0,0.0,0.0
2007-12-13,82.02237402331369,82.4714671808773,82.02237402331369,82.45350646972656,27300,0.0,0.0,0.0
2007-12-14,82.45350826662006,82.4714689781622,82.38165171521567,82.39961242675781,33000,0.0,0.0,0.0
2007-12-17,82.39961097053822,82.48942823189745,82.38165025931349,82.43553924560547,44750,0.0,0.0,0.0
2007-12-18,82.34572198424624,82.43553924560547,82.32776127302151,82.43553924560547,26500,0.0,0.0,0.0
2007-12-19,82.47148132324219,82.48944203747286,82.34573576577071,82.47148132324219,25800,0.0,0.0,0.0
2007-12-20,82.41758324620122,82.52536122494686,82.41758324620122,82.50740051269531,14700,0.0,0.0,0.0
2007-12-21,82.52536122494686,82.54332878981658,82.47147223557404,82.50740051269531,64050,0.0,0.0,0.0
2007-12-24,82.52536122494686,82.52536122494686,82.45351152332249,82.50740051269531,2900,0.0,0.0,0.0
2007-12-26,82.45352060901152,82.52537031855313,82.45352060901152,82.47148132324219,17750,0.0,0.0,0.0
2007-12-27,82.54332878981658,82.54332878981658,82.45351152332249,82.50740051269531,7150,0.0,0.0,0.0
2007-12-28,82.54159891618906,82.55961708123792,82.50556945800781,82.50556945800781,59700,0.258,0.0,0.0
2007-12-31,82.55964591662797,82.55964591662797,82.48758697509766,82.48758697509766,31700,0.0,0.0,0.0
2008-01-02,82.54161317949382,82.55963134765625,82.48757241884189,82.55963134765625,29450,0.0,0.0,0.0
2008-01-03,82.55961708123792,82.55961708123792,82.50556945800781,82.50556945800781,30500,0.0,0.0,0.0
2008-01-04,82.59566851547424,82.59566851547424,82.4515575043325,82.48758697509766,173200,0.0,0.0,0.0
2008-01-07,82.50558371508664,82.55963134765625,82.48757241884189,82.55963134765625,30300,0.0,0.0,0.0
2008-01-08,82.54159891618906,82.57762837437029,82.46953999982657,82.50556945800781,18350,0.0,0.0,0.0
2008-01-09,82.57765305008355,82.57765305008355,82.45155334472656,82.45155334472656,168500,0.0,0.0,0.0
2008-01-10,82.52361644586281,82.54162774528595,82.4515575043325,82.48758697509766,12200,0.0,0.0,0.0
2008-01-11,82.54163190579975,82.59567267871196,82.50560243321851,82.52362060546875,41650,0.0,0.0,0.0
2008-01-14,82.55961187645543,82.61365262436217,82.52358242054558,82.59563446044922,51900,0.0,0.0,0.0
2008-01-15,82.61366618057198,82.61366618057198,82.52359596197562,82.57763671875,26800,0.0,0.0,0.0
2008-01-16,82.59564801370239,82.61366618057198,82.45153703833167,82.57763671875,254500,0.0,0.0,0.0
2008-01-17,82.55965940963837,82.61370018865873,82.52362993298479,82.54164123535156,380400,0.0,0.0,0.0
2008-01-18,82.55961187645543,82.63166391635906,82.54159371254248,82.59563446044922,71450,0.0,0.0,0.0
2008-01-22,82.64973967305058,82.70378045861453,82.55966940647038,82.63172149658203,116400,0.0,0.0,0.0
2008-01-23,82.68577151829257,82.73981230540171,82.6317238592624,82.72179412841797,89150,0.0,0.0,0.0
2008-01-24,82.64970046256975,82.75778198242188,82.63168229464934,82.75778198242188,47750,0.0,0.0,0.0
2008-01-25,82.68574278009636,82.79382431674989,82.667724609375,82.667724609375,32700,0.0,0.0,0.0
2008-01-28,82.81186193248755,82.81186193248755,82.70377349853516,82.70377349853516,26100,0.0,0.0,0.0
2008-01-29,82.703743682315,82.79381390884322,82.66771421732015,82.77580261230469,66650,0.0,0.0,0.0
2008-01-30,82.70377832000018,82.84789624033849,82.68576701591823,82.8118667602539,60100,0.0,0.0,0.0
2008-01-31,82.72178962408213,82.84789624033849,82.72178962408213,82.8118667602539,26150,0.0,0.0,0.0
2008-02-01,83.34455514314442,83.34455514314442,82.7124688138668,82.80276489257812,35500,0.23,0.0,0.0
2008-02-04,82.730580943243,82.82087707519531,82.730580943243,82.82087707519531,50300,0.0,0.0,0.0
2008-02-05,82.82085414278508,82.83891060851454,82.69443821522472,82.76667785644531,38750,0.0,0.0,0.0
2008-02-06,82.80282364650161,82.83894348144531,82.766710700712,82.83894348144531,18100,0.0,0.0,0.0
2008-02-07,82.76670077385458,82.85699690580688,82.74863741397216,82.82087707519531,30350,0.0,0.0,0.0
2008-02-08,82.82087707519531,82.82087707519531,82.730580943243,82.82087707519531,14250,0.0,0.0,0.0
2008-02-11,82.766710700712,82.83894348144531,82.766710700712,82.83894348144531,26350,0.0,0.0,0.0
2008-02-12,82.76670077385458,82.82087707519531,82.76670077385458,82.82087707519531,13550,0.0,0.0,0.0
2008-02-13,82.82088700855051,82.83894348144531,82.7847671736068,82.83894348144531,46700,0.0,0.0,0.0
2008-02-14,82.82089005142454,82.85700988769531,82.78477021515378,82.85700988769531,51200,0.0,0.0,0.0
2008-02-15,82.83894652498276,82.87506636125353,82.83894652498276,82.85700988769531,23300,0.0,0.0,0.0
2008-02-19,82.83894652498276,82.87506636125353,82.80282668871199,82.85700988769531,17800,0.0,0.0,0.0
2008-02-20,82.82087707519531,82.89311673641846,82.82087707519531,82.82087707519531,17450,0.0,0.0,0.0
2008-02-21,82.85701523220018,82.89313507080078,82.82089539359959,82.89313507080078,39200,0.0,0.0,0.0
2008-02-22,82.82089539359959,82.92924802024659,82.82089539359959,82.89313507080078,90750,0.0,0.0,0.0
2008-02-25,82.83894652498276,82.89312972396608,82.83894652498276,82.85700988769531,14850,0.0,0.0,0.0
2008-02-26,82.89315262789798,82.91120910644531,82.80284956769255,82.91120910644531,42400,0.0,0.0,0.0
2008-02-27,82.82089237242273,82.92924499511719,82.82089237242273,82.92924499511719,84550,0.0,0.0,0.0
2008-02-28,82.92924499511719,82.94730835833596,82.87506868376997,82.92924499511719,20700,0.0,0.0,0.0
2008-02-29,82.92923278201957,82.96535261398316,82.87505647865096,82.94729614257812,17300,0.0,0.0,0.0
2008-03-03,82.94185422891724,82.97804260253906,82.90566585529542,82.97804260253906,31550,0.174,0.0,0.0
2008-03-04,82.92376349321958,82.97804260253906,82.90566585529542,82.97804260253906,73450,0.0,0.0,0.0
2008-03-05,82.97799753043762,82.99608825630872,82.88753009663655,82.95989990234375,253850,0.0,0.0,0.0
2008-03-06,82.99615478515625,83.03234316812946,82.95996640218304,82.99615478515625,41600,0.0,0.0,0.0
2008-03-07,83.014252427757,83.014252427757,82.95996640218304,82.99615478515625,50300,0.0,0.0,0.0
2008-03-10,82.99615478515625,83.05044081073021,82.94187566181058,82.99615478515625,22300,0.0,0.0,0.0
2008-03-11,82.99615478515625,83.014252427757,82.94187566181058,82.99615478515625,42200,0.0,0.0,0.0
2008-03-12,82.99615406654031,83.01425170898438,82.9780633263245,83.01425170898438,13350,0.0,0.0,0.0
2008-03-13,83.014252427757,83.014252427757,82.95996640218304,82.99615478515625,41300,0.0,0.0,0.0
2008-03-14,82.99612544122223,83.12278128573415,82.95993707104371,83.10469055175781,82350,0.0,0.0,0.0
2008-03-17,83.06850289379825,83.17706800526464,82.99612615282065,83.08659362792969,136100,0.0,0.0,0.0
2008-03-18,84.09986536440438,84.09986536440438,83.06852074167243,83.17708587646484,47400,0.0,0.0,0.0
2008-03-19,83.19517517089844,83.19517517089844,83.12279841562604,83.19517517089844,31850,0.0,0.0,0.0
2008-03-20,83.1951766144832,83.1951766144832,83.12279985795494,83.17708587646484,46750,0.0,0.0,0.0
2008-03-24,83.19515802609119,83.19515802609119,83.10469055175781,83.10469055175781,38750,0.0,0.0,0.0
2008-03-25,83.0865965085798,83.15897325206674,83.0504150390625,83.0504150390625,39200,0.0,0.0,0.0
2008-03-26,83.05041144760295,83.12278128573415,83.05041144760295,83.10469055175781,9800,0.0,0.0,0.0
2008-03-27,83.10467385706022,83.12276458740234,83.05039476380935,83.12276458740234,8300,0.0,0.0,0.0
2008-03-28,83.14088251730809,83.14088251730809,83.0504150390625,83.0504150390625,33900,0.0,0.0,0.0
2008-03-31,83.12276387881815,83.17704987383071,83.06848478602998,83.14086151123047,64950,0.0,0.0,0.0
2008-04-01,83.14084036362611,83.14084036362611,83.03210966436173,83.08647155761719,83350,0.14,0.0,0.0
2008-04-02,83.08647155761719,83.12271512403865,83.08647155761719,83.08647155761719,65900,0.0,0.0,0.0
2008-04-03,83.08647155761719,83.12271512403865,83.06835323078319,83.08647155761719,23600,0.0,0.0,0.0
2008-04-04,83.12275695800781,83.14088220671735,83.10463862205523,83.12275695800781,44300,0.0,0.0,0.0
2008-04-07,83.12271512403865,83.14084036362611,83.06835323078319,83.08647155761719,46450,0.0,0.0,0.0
2008-04-08,83.14088439941406,83.14088439941406,83.08651556460855,83.14088439941406,24500,0.0,0.0,0.0
2008-04-09,83.08651556460855,83.15900273584448,83.08651556460855,83.14088439941406,33900,0.0,0.0,0.0
2008-04-10,83.15900273584448,83.15900273584448,83.14088439941406,83.14088439941406,18750,0.0,0.0,0.0
2008-04-11,83.14088439941406,83.19524632146246,83.14088439941406,83.14088439941406,39350,0.0,0.0,0.0
2008-04-14,83.19524235900498,83.21336069457246,83.14088043954575,83.1771240234375,16050,0.0,0.0,0.0
2008-04-15,83.21336069457246,83.21336069457246,83.14088043954575,83.1771240234375,60700,0.0,0.0,0.0
2008-04-16,83.17712579137945,83.17712579137945,83.10463862205523,83.12275695800781,19550,0.0,0.0,0.0
2008-04-17,83.12275695800781,83.17712579137945,83.08651337334571,83.12275695800781,31800,0.0,0.0,0.0
2008-04-18,83.1589953922433,83.1589953922433,83.05027155774769,83.06838989257812,31800,0.0,0.0,0.0
2008-04-21,83.14088073001447,83.15899906564525,83.06839356197773,83.1046371459961,26050,0.0,0.0,0.0
2008-04-22,83.10463862205523,83.15900054266993,83.08651337334571,83.12275695800781,35850,0.0,0.0,0.0
2008-04-23,83.15900054266993,83.15900054266993,83.08651337334571,83.12275695800781,23800,0.0,0.0,0.0
2008-04-24,83.14088439941406,83.15900273584448,83.1046408137961,83.14088439941406,9800,0.0,0.0,0.0
2008-04-25,83.1046408137961,83.14088439941406,83.08651556460855,83.14088439941406,39700,0.0,0.0,0.0
2008-04-28,83.14084036362611,83.17708393004757,83.06835323078319,83.08647155761719,35900,0.0,0.0,0.0
2008-04-29,83.1771240234375,83.1771240234375,83.06839327176226,83.1771240234375,21300,0.0,0.0,0.0
2008-04-30,83.06835323078319,83.17708393004757,83.06835323078319,83.08647155761719,27000,0.0,0.0,0.0
2008-05-01,83.20261173855548,83.20261173855548,83.11189941729498,83.14818572998047,20250,0.108,0.0,0.0
2008-05-02,83.09375762939453,83.18446995592667,83.07561793245087,83.09375762939453,29150,0.0,0.0,0.0
2008-05-05,83.13004765673816,83.16633397315292,83.11190795898438,83.11190795898438,15500,0.0,0.0,0.0
2008-05-06,83.16633489017728,83.16633489017728,83.07562255859375,83.07562255859375,104000,0.0,0.0,0.0
2008-05-07,83.13004302978516,83.13004302978516,83.07561701864591,83.13004302978516,26400,0.0,0.0,0.0
2008-05-08,83.13004394418877,83.13004394418877,83.0574713146003,83.09375762939453,78950,0.0,0.0,0.0
2008-05-09,83.07561701864591,83.14818964743611,83.07561701864591,83.13004302978516,38050,0.0,0.0,0.0
2008-05-12,83.11190333304101,83.14818964743611,83.09375671539006,83.13004302978516,25350,0.0,0.0,0.0
2008-05-13,83.13004394418877,83.13004394418877,83.09375762939453,83.09375762939453,21300,0.0,0.0,0.0
2008-05-14,83.13004394418877,83.14819056203932,83.09375762939453,83.09375762939453,64200,0.0,0.0,0.0
2008-05-15,83.13004394418877,83.14819056203932,83.09375762939453,83.09375762939453,18350,0.0,0.0,0.0
2008-05-16,83.13004765673816,83.16633397315292,83.07562164256962,83.11190795898438,40400,0.0,0.0,0.0
2008-05-19,83.0937613403234,83.16633397315292,83.07562164256962,83.11190795898438,22950,0.0,0.0,0.0
2008-05-20,83.07562255859375,83.13004857336242,83.07562255859375,83.07562255859375,11750,0.0,0.0,0.0
2008-05-21,83.14819519222348,83.16633489017728,83.07562255859375,83.07562255859375,48400,0.0,0.0,0.0
2008-05-22,83.07561701864591,83.18446904092438,83.07561701864591,83.13004302978516,13200,0.0,0.0,0.0
2008-05-23,83.13004302978516,83.14818964743611,83.11190333304101,83.13004302978516,16600,0.0,0.0,0.0
2008-05-27,83.11190333304101,83.18446904092438,83.11190333304101,83.13004302978516,27250,0.0,0.0,0.0
2008-05-28,83.11192529283971,83.18449101989638,83.11192529283971,83.16635131835938,39200,0.0,0.0,0.0
2008-05-29,83.18446904092438,83.18446904092438,83.11190333304101,83.13004302978516,53500,0.0,0.0,0.0
2008-05-30,83.16635131835938,83.18449101989638,83.13006499437672,83.16635131835938,9400,0.0,0.0,0.0
2008-06-02,83.19719695457384,83.2335205078125,83.14270816071115,83.2335205078125,42000,0.094,0.0,0.0
2008-06-03,83.21535526718847,83.25167882042713,83.16087340133518,83.2335205078125,14850,0.0,0.0,0.0
2008-06-04,83.21539306640625,83.23355831528154,83.16091117580545,83.21539306640625,21100,0.0,0.0,0.0
2008-06-05,83.25171702081701,83.25171702081701,83.1609115600586,83.1609115600586,27800,0.0,0.0,0.0
