Dates,Total Sentiment,Number of Articles
2007-04-08,1.554,7.0
2007-04-09,0.0,3.0
2007-04-10,0.179,3.0
2007-04-11,0.127,1.0
2007-04-12,0.375,3.0
2007-04-13,0.325,3.0
2007-04-14,0.0,1.0
2007-04-15,0.309,3.0
2007-04-16,0.956,4.0
2007-04-17,0.0,0.0
2007-04-18,0.0,0.0
2007-04-19,0.095,1.0
2007-04-20,0.166,1.0
2007-04-21,0.0,0.0
2007-04-22,0.092,1.0
2007-04-23,0.157,1.0
2007-04-24,0.327,3.0
2007-04-25,0.492,4.0
2007-04-26,0.196,1.0
2007-04-27,0.0,2.0
2007-04-28,0.0,1.0
2007-04-29,0.294,2.0
2007-04-30,0.0,0.0
2007-05-01,0.0,0.0
2007-05-02,0.414,1.0
2007-05-03,0.6719999999999999,3.0
2007-05-04,0.339,2.0
2007-05-05,0.0,0.0
2007-05-06,0.142,6.0
2007-05-07,0.702,3.0
2007-05-08,0.5890000000000001,5.0
2007-05-09,0.051,1.0
2007-05-10,0.74,9.0
2007-05-11,0.068,1.0
2007-05-12,0.105,1.0
2007-05-13,0.279,1.0
2007-05-14,0.0,0.0
2007-05-15,0.406,4.0
2007-05-16,0.348,2.0
2007-05-17,0.0,0.0
2007-05-18,0.0,0.0
2007-05-19,0.0,0.0
2007-05-20,0.106,3.0
2007-05-21,0.2329999999999999,3.0
2007-05-22,0.116,1.0
2007-05-23,0.0,0.0
2007-05-24,1.007,5.0
2007-05-25,0.0,1.0
2007-05-26,0.0,0.0
2007-05-27,0.273,2.0
2007-05-28,0.0,0.0
2007-05-29,0.32,3.0
2007-05-30,0.4039999999999999,3.0
2007-05-31,0.247,4.0
2007-06-01,0.426,4.0
2007-06-02,0.133,3.0
2007-06-03,0.038,1.0
2007-06-04,0.388,3.0
2007-06-05,0.146,1.0
2007-06-06,0.0,0.0
2007-06-07,0.118,3.0
2007-06-08,0.054,1.0
2007-06-09,0.164,1.0
2007-06-10,0.8270000000000001,4.0
2007-06-11,0.2229999999999999,2.0
2007-06-12,0.244,3.0
2007-06-13,0.151,1.0
2007-06-14,0.0,1.0
2007-06-15,0.094,1.0
2007-06-16,0.136,1.0
2007-06-17,0.707,4.0
2007-06-18,1.409,9.0
2007-06-19,2.0380000000000003,12.0
2007-06-20,1.386,8.0
2007-06-21,0.12,3.0
2007-06-22,0.351,4.0
2007-06-23,0.0,1.0
2007-06-24,0.0,0.0
2007-06-25,0.444,2.0
2007-06-26,1.3610000000000002,6.0
2007-06-27,0.5700000000000001,2.0
2007-06-28,0.603,3.0
2007-06-29,0.0,0.0
2007-06-30,0.0,0.0
2007-07-01,0.35,2.0
2007-07-02,0.285,1.0
2007-07-03,0.296,1.0
2007-07-04,0.0,0.0
2007-07-05,0.334,2.0
2007-07-06,0.365,2.0
2007-07-07,0.097,1.0
2007-07-08,0.488,4.0
2007-07-09,0.269,7.0
2007-07-10,0.079,3.0
2007-07-11,0.066,1.0
2007-07-12,0.118,1.0
2007-07-13,0.104,2.0
2007-07-14,0.333,1.0
2007-07-15,0.285,2.0
2007-07-16,0.064,1.0
2007-07-17,0.046,1.0
2007-07-18,0.413,3.0
2007-07-19,0.065,2.0
2007-07-20,0.099,1.0
2007-07-21,0.0,0.0
2007-07-22,0.377,9.0
2007-07-23,0.145,4.0
2007-07-24,0.288,3.0
2007-07-25,0.112,3.0
2007-07-26,0.6859999999999999,3.0
2007-07-27,0.359,2.0
2007-07-28,0.0,0.0
2007-07-29,0.156,1.0
2007-07-30,0.049,1.0
2007-07-31,0.196,4.0
2007-08-01,0.0,0.0
2007-08-02,0.395,3.0
2007-08-03,0.4499999999999999,3.0
2007-08-04,0.087,1.0
2007-08-05,0.267,2.0
2007-08-06,0.518,7.0
2007-08-07,0.07,1.0
2007-08-08,0.122,1.0
2007-08-09,0.0,0.0
2007-08-10,0.0,0.0
2007-08-11,0.0,0.0
2007-08-12,0.285,2.0
2007-08-13,0.0,4.0
2007-08-14,0.041,1.0
2007-08-15,0.189,1.0
2007-08-16,0.344,5.0
2007-08-17,0.038,1.0
2007-08-18,0.143,1.0
2007-08-19,0.0,0.0
2007-08-20,0.131,1.0
2007-08-21,0.17,3.0
2007-08-22,0.096,4.0
2007-08-23,0.498,2.0
2007-08-24,0.0,0.0
2007-08-25,0.0,0.0
2007-08-26,0.228,3.0
2007-08-27,0.101,1.0
2007-08-28,0.052,1.0
2007-08-29,0.0,0.0
2007-08-30,0.873,3.0
2007-08-31,0.28,1.0
2007-09-01,0.0,0.0
2007-09-02,0.0,0.0
2007-09-03,0.0,2.0
2007-09-04,0.5449999999999999,4.0
2007-09-05,0.273,4.0
2007-09-06,0.036,2.0
2007-09-07,0.0,3.0
2007-09-08,0.021,1.0
2007-09-09,0.0,1.0
2007-09-10,0.0,0.0
2007-09-11,0.0,2.0
2007-09-12,0.391,3.0
2007-09-13,0.466,4.0
2007-09-14,0.0,0.0
2007-09-15,0.0,0.0
2007-09-16,0.224,4.0
2007-09-17,0.0,1.0
2007-09-18,0.284,1.0
2007-09-19,0.216,3.0
2007-09-20,0.124,2.0
2007-09-21,0.059,4.0
2007-09-22,0.064,1.0
2007-09-23,0.186,1.0
2007-09-24,0.11,2.0
2007-09-25,0.5,5.0
2007-09-26,0.357,3.0
2007-09-27,1.888,8.0
2007-09-28,0.056,2.0
2007-09-29,0.196,1.0
2007-09-30,0.141,2.0
2007-10-01,0.088,2.0
2007-10-02,0.0,0.0
2007-10-03,0.408,4.0
2007-10-04,0.158,3.0
2007-10-05,0.12,2.0
2007-10-06,0.0,0.0
2007-10-07,0.303,1.0
2007-10-08,0.0,0.0
2007-10-09,0.314,2.0
2007-10-10,0.081,3.0
2007-10-11,1.122,6.0
2007-10-12,0.8799999999999999,6.0
2007-10-13,0.098,2.0
2007-10-14,0.112,2.0
2007-10-15,0.087,3.0
2007-10-16,0.169,3.0
2007-10-17,0.119,2.0
2007-10-18,0.0,0.0
2007-10-19,0.0,0.0
2007-10-20,0.0,0.0
2007-10-21,0.354,4.0
2007-10-22,0.0,1.0
2007-10-23,0.0,0.0
2007-10-24,0.056,2.0
2007-10-25,0.317,4.0
2007-10-26,0.129,3.0
2007-10-27,0.195,1.0
2007-10-28,0.676,4.0
2007-10-29,0.0,0.0
2007-10-30,0.257,2.0
2007-10-31,0.127,1.0
2007-11-01,0.407,6.0
2007-11-02,0.0,1.0
2007-11-03,0.0,1.0
2007-11-04,0.485,2.0
2007-11-05,0.109,2.0
2007-11-06,0.8180000000000001,6.0
2007-11-07,0.293,1.0
2007-11-08,0.196,2.0
2007-11-09,0.087,2.0
2007-11-10,0.152,1.0
2007-11-11,0.263,7.0
2007-11-12,0.072,4.0
2007-11-13,0.971,6.0
2007-11-14,0.896,7.0
2007-11-15,0.521,3.0
2007-11-16,0.0,0.0
2007-11-17,0.0,0.0
2007-11-18,0.177,2.0
2007-11-19,0.0,0.0
2007-11-20,0.167,2.0
2007-11-21,0.0,0.0
2007-11-22,0.0,1.0
2007-11-23,0.8099999999999999,3.0
2007-11-24,0.488,1.0
2007-11-25,0.116,4.0
2007-11-26,1.197,6.0
2007-11-27,0.183,2.0
2007-11-28,0.139,3.0
2007-11-29,0.0,0.0
2007-11-30,0.277,2.0
2007-12-01,0.0,0.0
2007-12-02,0.255,2.0
2007-12-03,0.111,2.0
2007-12-04,0.302,2.0
2007-12-05,0.163,2.0
2007-12-06,0.112,1.0
2007-12-07,0.419,4.0
2007-12-08,0.0,0.0
2007-12-09,0.0,1.0
2007-12-10,0.119,1.0
2007-12-11,0.2189999999999999,4.0
2007-12-12,0.366,2.0
2007-12-13,0.208,1.0
2007-12-14,0.0,0.0
2007-12-15,0.053,1.0
2007-12-16,0.0,0.0
2007-12-17,0.0,0.0
2007-12-18,0.141,1.0
2007-12-19,0.158,1.0
2007-12-20,0.0,0.0
2007-12-21,0.0,0.0
2007-12-22,0.0,0.0
2007-12-23,0.0,0.0
2007-12-24,0.0,0.0
2007-12-25,0.0,0.0
2007-12-26,0.25,1.0
2007-12-27,0.203,3.0
2007-12-28,0.176,2.0
2007-12-29,0.122,1.0
2007-12-30,0.217,1.0
2007-12-31,0.038,2.0
2008-01-01,0.3329999999999999,3.0
2008-01-02,1.222,7.0
2008-01-03,1.185,6.0
2008-01-04,0.8150000000000001,5.0
2008-01-05,0.0,0.0
2008-01-06,0.429,4.0
